code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
601186,中国铁建,建筑工程,北京,6.21,115.03,135.8,10284.25,7293.44,493.79,404.31,2.98,1.04,11.86,0.76,20080310,1037.36,7.64,14.59,16.15,9.76,2.62,307727.0
600322,天房发展,区域地产,天津,9.71,11.06,11.06,308.66,287.36,0.82,22.05,1.99,0.198,4.28,0.6,20010910,11.28,1.02,39.31,47.09,20.05,6.76,66696.0
601001,大同煤业,煤炭开采,山西,7.14,16.74,16.74,260.52,96.28,98.36,2.42,0.14,0.405,3.84,1.0,20060623,22.94,1.37,10.92,2.95,53.95,7.74,86227.0
000926,福星股份,区域地产,湖北,9.54,9.46,9.62,521.8,412.07,10.24,26.29,2.73,0.42200000000000004,11.64,0.46,19990618,61.75,6.42,-20.09,-39.42,28.58,7.11,44000.0
601668,中国建筑,建筑工程,北京,5.65,411.41,419.76,19446.44,13818.05,355.46,118.12,0.28,0.68,5.81,0.93,20090729,1877.75,4.47,15.83,9.82,10.43,3.08,505452.0
601398,工商银行,银行,北京,5.8,2696.12,3564.06,304263.81,0.0,2480.72,1519.68,0.43,0.706,6.79,0.8,20061027,13682.47,3.84,12.11,5.04,0.0,38.91,565553.0
001872,招商港口,港口,深圳,8.78,4.65,19.22,1526.33,121.59,258.76,198.55,10.33,1.38,18.4,0.82,19930505,111.44,5.8,24.11,175.43,38.11,27.41,34255.0
601588,北辰实业,区域地产,北京,5.32,26.6,33.67,997.55,907.63,24.18,36.49,1.08,0.387,4.28,0.64,20061016,64.45,1.91,-6.53,10.09,43.04,12.95,161342.0
600512,腾达建设,建筑工程,浙江,6.26,15.99,15.99,98.11,64.43,2.91,23.07,1.44,0.32899999999999996,2.96,0.93,20021226,6.68,0.42,2.17,4165.18,9.93,21.52,84256.0
601677,明泰铝业,铝,河南,7.29,5.75,6.16,111.22,74.23,23.33,38.56,6.26,1.17,11.44,0.97,20110919,23.84,3.87,6.6,77.9,11.98,6.69,19710.0
601998,中信银行,银行,北京,5.03,319.05,489.35,64619.1,0.0,214.46,589.77,1.21,0.81,9.04,0.62,20070427,2079.87,4.25,17.3,10.74,0.0,28.62,176307.0
601916,浙商银行,银行,浙江,6.05,20.68,212.69,17204.83,0.0,120.99,221.3,1.04,0.528,5.17,0.82,20191126,285.69,1.34,0.0,0.0,0.0,32.67,0.0
601229,上海银行,银行,上海,5.63,132.62,142.07,21875.59,0.0,55.68,220.53,1.55,1.1520000000000001,10.79,0.8,20161116,490.41,3.45,19.76,14.59,0.0,43.19,132786.0
601898,中煤能源,煤炭开采,北京,7.58,91.52,132.59,2766.79,635.6,1106.87,389.18,2.94,0.435,7.36,0.6,20080201,369.76,2.79,22.17,41.76,30.86,6.11,153317.0
601006,大秦铁路,铁路,山西,6.77,148.67,148.67,1479.82,310.12,781.4,238.98,1.61,0.813,7.49,0.98,20060801,588.02,3.96,2.62,-2.57,25.46,20.19,142270.0
002016,世荣兆业,区域地产,广东,5.97,6.87,8.09,84.63,75.8,0.92,1.35,0.17,0.9259999999999999,3.75,1.96,20040708,18.15,2.24,53.43,30.6,69.27,34.6,26888.0
600016,民生银行,银行,北京,4.26,354.62,437.82,62737.43,0.0,479.17,574.09,1.31,1.04,10.09,0.58,20001219,2234.52,5.1,15.11,6.66,0.0,34.2,387351.0
600782,新钢股份,普钢,江西,4.03,31.89,31.89,447.4,317.72,95.87,56.08,1.76,0.83,6.58,0.68,19961225,110.47,3.46,1.32,-32.96,9.57,6.4,60963.0
000030,富奥股份,汽车配件,吉林,9.81,17.6,18.11,120.73,59.52,21.78,5.17,0.29,0.341,3.53,1.26,19930929,37.8,2.09,20.51,-6.65,13.97,9.0,30966.0
000718,苏宁环球,区域地产,吉林,8.87,22.89,30.35,184.93,158.24,5.95,10.63,0.35,0.266,2.57,1.22,19970408,41.61,1.37,22.82,39.31,63.62,31.85,67746.0
600282,南钢股份,普钢,江苏,4.41,44.3,44.3,448.53,193.63,196.66,18.73,0.42,0.54,3.73,0.84,20000919,91.81,2.07,9.18,-30.9,13.83,6.47,126273.0
600778,友好集团,百货,新疆,8.45,3.11,3.11,50.08,14.95,16.99,4.04,1.3,0.42,2.87,1.65,19961203,0.73,0.23,-9.47,62.34,25.58,3.46,20730.0
600348,阳泉煤业,煤炭开采,山西,5.5,24.05,24.05,466.03,143.7,195.8,-0.19,-0.01,0.664,7.32,0.67,20030821,111.79,4.65,-3.13,13.71,19.36,6.52,93911.0
000732,泰禾集团,区域地产,福建,4.46,24.86,24.89,2305.9,1836.55,35.54,31.47,1.26,0.852,8.84,0.57,19970704,107.76,4.33,8.22,46.85,28.95,10.01,50256.0
603766,隆鑫通用,摩托车,重庆,8.67,20.54,20.54,128.57,64.11,32.35,1.38,0.07,0.299,3.41,1.01,20120810,42.58,2.07,-5.56,0.8,19.0,8.16,46768.0
601328,交通银行,银行,上海,4.87,392.51,742.63,99328.79,0.0,1662.94,1136.63,1.53,0.77,9.1,0.58,20070515,1606.64,2.16,11.7,4.96,0.0,34.12,358617.0
002948,青岛银行,银行,山东,9.17,6.05,45.1,3550.01,0.0,28.54,83.38,1.85,0.32,4.82,1.1,20190116,28.45,0.63,35.88,10.98,0.0,27.08,104747.0
600015,华夏银行,银行,北京,5.4,128.23,153.87,30217.1,0.0,133.15,532.92,3.46,0.94,13.09,0.54,20030912,808.26,5.25,22.23,5.04,0.0,24.64,117437.0
600012,皖通高速,路桥,安徽,7.89,11.66,16.59,152.43,27.45,7.53,2.81,0.17,0.51,6.33,0.85,20030107,76.82,4.63,-0.86,-0.73,57.07,37.92,30700.0
002958,青农商行,银行,山东,9.61,5.56,55.56,3286.16,0.0,30.43,38.18,0.69,0.44,4.29,1.27,20190326,69.79,1.26,22.99,15.87,0.0,35.83,153986.0
600269,赣粤高速,路桥,江西,6.52,23.35,23.35,353.61,76.31,257.86,18.61,0.8,0.431,6.69,0.56,20000518,98.91,4.24,5.84,21.97,44.17,30.01,87682.0
600777,新潮能源,石油开采,山东,9.79,40.51,68.0,286.66,29.27,8.6,66.57,0.98,0.147,2.4,0.8,19961121,17.95,0.26,23.01,53.74,48.92,22.85,98986.0
600020,中原高速,路桥,河南,5.09,22.47,22.47,488.13,56.72,140.74,13.28,0.59,0.52,4.58,0.87,20030808,52.4,2.33,13.87,40.98,58.14,27.22,94371.0
000543,皖能电力,火力发电,安徽,9.99,17.9,22.67,326.08,36.13,167.14,38.2,1.69,0.37,5.78,0.7,19931220,41.97,1.85,22.16,130.5,8.77,5.95,59753.0
002936,郑州银行,银行,河南,5.1,15.06,59.22,4927.94,0.0,22.93,51.64,0.87,0.606,5.33,0.77,20180919,122.2,2.06,19.7,4.49,0.0,37.31,134583.0
601838,成都银行,银行,四川,5.6,18.94,36.12,5431.24,0.0,9.41,61.56,1.7,1.109,9.84,0.84,20180131,154.26,4.27,10.5,18.01,0.0,43.08,80065.0
600508,上海能源,煤炭开采,上海,6.88,7.23,7.23,171.01,34.04,80.32,9.17,1.27,0.924,13.79,0.62,20010829,76.38,10.57,7.32,-11.68,30.9,12.0,47462.0
600985,淮北矿业,煤炭开采,安徽,4.97,5.53,21.72,593.59,108.14,295.47,60.0,2.76,1.31,8.43,1.02,20040428,86.86,4.0,-4.9,14.51,16.48,6.13,13589.0
600919,江苏银行,银行,江苏,4.78,114.06,115.45,20665.77,0.0,53.12,161.52,1.4,1.03,9.38,0.7,20160802,364.2,3.15,27.43,15.82,0.0,35.76,157576.0
000581,威孚高科,汽车配件,江苏,7.86,8.36,10.09,228.23,128.41,27.1,33.92,3.36,1.7109999999999999,16.3,1.1,19980924,115.29,11.43,-7.88,-16.0,21.62,27.32,63734.0
601000,唐山港,港口,河北,8.12,59.26,59.26,241.31,65.31,119.22,36.55,0.62,0.21100000000000002,2.8,0.82,20100705,60.43,1.02,18.85,13.34,19.52,14.69,120308.0
601618,中国中冶,建筑工程,北京,9.59,178.53,207.24,4572.21,3520.58,260.92,224.75,1.08,0.195,3.39,0.73,20090921,260.07,1.25,25.87,7.15,12.0,1.77,420159.0
600908,无锡银行,银行,江苏,7.25,16.97,18.48,1628.67,0.0,9.03,9.56,0.52,0.519,5.79,0.87,20160923,11.62,0.63,7.33,11.29,0.0,37.42,57020.0
601009,南京银行,银行,江苏,5.06,84.82,84.82,13335.59,0.0,62.42,132.42,1.56,1.166,8.79,0.9,20070719,332.61,3.92,21.1,15.33,0.0,40.44,118474.0
000631,顺发恒业,区域地产,吉林,9.04,24.33,24.33,84.54,74.15,0.58,13.9,0.57,0.221,2.65,1.0,19961122,21.7,0.89,-22.58,-37.7,38.46,36.74,31244.0
601336,新华保险,保险,北京,8.25,20.85,31.2,8220.83,0.0,89.88,238.58,7.65,4.168,25.58,1.79,20111216,412.27,13.22,7.57,68.83,0.0,9.79,85274.0
000027,深圳能源,火力发电,深圳,9.58,39.64,39.64,936.12,236.68,358.03,39.45,0.99,0.43200000000000005,6.04,0.91,19930903,101.68,2.56,27.5,183.64,34.18,10.85,105439.0
600033,福建高速,路桥,福建,8.83,27.44,27.44,177.01,21.56,138.63,16.58,0.6,0.242,3.49,0.82,20010209,39.5,1.44,6.08,9.47,65.14,31.78,111955.0
600123,兰花科创,煤炭开采,山西,6.62,11.42,11.42,250.8,49.54,72.56,2.3,0.2,0.648,9.41,0.61,19981217,70.05,6.13,-2.44,-25.15,37.34,12.01,62928.0
600926,杭州银行,银行,浙江,6.31,46.86,51.3,9806.28,0.0,13.26,88.74,1.73,1.034,10.04,0.87,20161027,208.65,4.07,25.85,20.25,0.0,33.07,73498.0
600068,葛洲坝,建筑工程,湖北,6.57,46.05,46.05,2311.76,1301.59,168.07,76.27,1.66,0.58,6.29,0.97,19970526,152.43,3.31,8.24,14.75,15.95,4.38,257701.0
600567,山鹰纸业,造纸,安徽,8.1,45.85,45.85,400.19,130.98,132.9,43.72,0.95,0.29,3.03,1.03,20011218,63.64,1.39,-4.48,-42.83,19.33,7.73,233914.0
600170,上海建工,建筑工程,上海,7.68,84.87,89.04,2293.04,1840.2,83.05,22.0,0.25,0.28,2.91,1.08,19980623,135.96,1.53,32.0,50.24,9.52,1.79,184353.0
601699,潞安环能,煤炭开采,山西,6.75,29.91,29.91,674.14,313.5,217.04,15.88,0.53,0.706,8.75,0.73,20060922,144.46,4.83,0.52,-5.23,39.14,12.13,75918.0
000415,渤海租赁,多元金融,新疆,7.18,35.47,61.85,2704.79,258.53,1935.37,171.22,2.77,0.336,6.21,0.52,19960716,123.55,2.0,-10.57,-14.55,41.27,7.92,103469.0
000069,华侨城Ａ,旅游景点,深圳,6.72,70.36,82.03,3643.95,2926.5,144.01,55.2,0.67,0.731,7.6,0.86,19970910,462.19,5.63,21.63,17.82,62.59,20.08,108137.0
600665,天地源,全国地产,陕西,8.66,8.64,8.64,265.27,255.52,1.33,2.01,0.23,0.284,4.06,0.81,19930709,21.24,2.46,-38.41,-30.36,24.76,9.94,41942.0
600027,华电国际,火力发电,山东,9.8,69.96,98.63,2276.72,284.92,1482.55,131.64,1.33,0.22,4.51,0.74,20050203,180.63,1.83,3.68,59.97,13.6,3.72,123862.0
000656,金科股份,区域地产,重庆,7.03,52.47,53.4,2912.3,2664.12,40.01,45.67,0.86,0.74,4.61,1.52,19961128,118.13,2.21,60.65,81.65,30.1,9.21,116474.0
600023,浙能电力,火力发电,浙江,9.98,136.01,136.01,1098.16,252.16,489.97,241.1,1.77,0.267,4.64,0.77,20131219,190.22,1.4,-7.86,-3.39,12.43,9.15,183739.0
600611,大众交通,公共交通,上海,9.12,15.63,23.64,167.25,96.69,22.57,0.07,0.0,0.293,3.86,0.92,19920807,54.09,2.29,-4.64,19.89,32.28,31.0,148456.0
600266,城建发展,区域地产,北京,5.63,18.8,18.8,1175.63,1073.92,5.92,34.9,1.86,0.86,11.06,0.65,19990203,135.85,7.22,38.83,167.97,22.25,16.86,68915.0
