# Constructed from biom file					
OTU.ID	A	C	B	E	D
New.CleanUp.ReferenceOTU2288	0	0	0	0	0
New.CleanUp.ReferenceOTU2289	0	0	0	5	2
New.CleanUp.ReferenceOTU2293	4	0	0	0	0
New.CleanUp.ReferenceOTU2298	0	0	0	0	1
New.CleanUp.ReferenceOTU2300	0	1	0	1	0
New.CleanUp.ReferenceOTU2305	0	0	2	2	2
New.CleanUp.ReferenceOTU2307	0	0	3	1	1
New.CleanUp.ReferenceOTU2309	0	0	0	1	0
New.CleanUp.ReferenceOTU2311	0	0	0	0	0
New.CleanUp.ReferenceOTU2319	0	0	1	0	0
New.CleanUp.ReferenceOTU2323	0	7	1	0	1
New.CleanUp.ReferenceOTU2325	0	1	0	0	0
New.CleanUp.ReferenceOTU2327	0	1	0	0	0
New.CleanUp.ReferenceOTU2332	0	0	0	2	1
New.CleanUp.ReferenceOTU2335	1	0	1	0	2
New.CleanUp.ReferenceOTU2339	1	1	0	5	1
New.CleanUp.ReferenceOTU2341	4	1	0	3	1
New.CleanUp.ReferenceOTU2347	0	0	1	0	0
New.CleanUp.ReferenceOTU2348	0	1	0	0	0
New.CleanUp.ReferenceOTU2349	0	1	2	0	0
New.CleanUp.ReferenceOTU2355	0	0	0	1	0
New.CleanUp.ReferenceOTU2356	1	0	0	0	0
New.CleanUp.ReferenceOTU2359	1	0	0	0	1
New.CleanUp.ReferenceOTU2360	0	0	0	0	1
New.CleanUp.ReferenceOTU2361	0	1	0	1	0
New.CleanUp.ReferenceOTU2364	0	0	0	0	1
New.CleanUp.ReferenceOTU2365	1	1	0	2	0
New.CleanUp.ReferenceOTU2370	1	0	0	2	0
New.CleanUp.ReferenceOTU2373	0	0	0	0	1
New.CleanUp.ReferenceOTU2378	1	2	0	1	2
New.CleanUp.ReferenceOTU2379	0	1	0	0	0
New.CleanUp.ReferenceOTU2381	0	0	0	2	0
New.CleanUp.ReferenceOTU2382	4	1	0	2	3
New.CleanUp.ReferenceOTU2385	0	1	1	3	4
New.CleanUp.ReferenceOTU2386	0	0	1	0	0
New.CleanUp.ReferenceOTU2387	0	0	2	0	0
New.CleanUp.ReferenceOTU2388	0	2	0	0	0
New.CleanUp.ReferenceOTU2389	1	0	0	1	0
New.CleanUp.ReferenceOTU2392	2	2	0	4	4
New.CleanUp.ReferenceOTU2394	0	1	0	0	0
New.CleanUp.ReferenceOTU2396	0	1	0	0	0
New.CleanUp.ReferenceOTU2397	0	0	0	0	1
New.CleanUp.ReferenceOTU2398	0	0	0	0	1
New.CleanUp.ReferenceOTU2400	0	1	0	0	1
New.CleanUp.ReferenceOTU2403	1	0	1	0	1
New.CleanUp.ReferenceOTU2405	0	1	0	0	1
New.CleanUp.ReferenceOTU2407	0	0	0	0	1
New.CleanUp.ReferenceOTU2408	0	0	0	0	0
New.CleanUp.ReferenceOTU2410	1	4	0	0	1
New.CleanUp.ReferenceOTU2411	0	0	1	0	0
New.CleanUp.ReferenceOTU2413	0	2	0	0	0
New.CleanUp.ReferenceOTU2416	0	0	0	0	0
New.CleanUp.ReferenceOTU2418	1	0	0	0	0
New.CleanUp.ReferenceOTU2424	0	2	0	2	0
New.CleanUp.ReferenceOTU2425	0	6	2	0	1
New.CleanUp.ReferenceOTU2428	1	1	0	0	0
New.CleanUp.ReferenceOTU2429	0	1	0	0	0
New.CleanUp.ReferenceOTU2432	0	0	0	0	1
New.CleanUp.ReferenceOTU2433	2	1	0	0	0
New.CleanUp.ReferenceOTU2435	0	1	0	0	0
New.CleanUp.ReferenceOTU2440	0	0	1	0	0
New.CleanUp.ReferenceOTU2444	0	3	1	1	0
New.CleanUp.ReferenceOTU2445	0	0	0	0	0
New.CleanUp.ReferenceOTU2455	0	0	0	0	1
New.CleanUp.ReferenceOTU2461	0	1	0	0	0
New.CleanUp.ReferenceOTU2464	0	0	1	0	0
New.CleanUp.ReferenceOTU2468	0	0	0	1	0
New.CleanUp.ReferenceOTU2475	0	0	0	0	2
New.CleanUp.ReferenceOTU2476	2	0	0	0	0
New.CleanUp.ReferenceOTU2481	0	1	0	0	0
New.CleanUp.ReferenceOTU2487	0	0	0	0	0
New.CleanUp.ReferenceOTU2491	0	1	0	0	0
New.CleanUp.ReferenceOTU2494	1	0	0	1	0
New.CleanUp.ReferenceOTU2500	0	1	0	0	0
New.CleanUp.ReferenceOTU2502	0	1	0	2	0
New.CleanUp.ReferenceOTU2505	1	0	0	0	0
New.CleanUp.ReferenceOTU2507	1	0	0	1	0
New.CleanUp.ReferenceOTU2510	1	0	0	0	0
New.CleanUp.ReferenceOTU2512	1	0	0	1	0
New.CleanUp.ReferenceOTU2523	0	0	1	0	0
New.CleanUp.ReferenceOTU2526	0	0	1	0	0
New.CleanUp.ReferenceOTU2528	6	4	2	5	5
New.CleanUp.ReferenceOTU2529	1	0	1	0	0
New.CleanUp.ReferenceOTU2530	0	1	1	0	0
New.CleanUp.ReferenceOTU2531	1	0	0	2	0
New.CleanUp.ReferenceOTU2533	0	0	2	1	1
New.CleanUp.ReferenceOTU2535	0	0	0	1	0
New.CleanUp.ReferenceOTU2537	0	1	1	0	0
New.CleanUp.ReferenceOTU2539	1	0	0	0	0
New.CleanUp.ReferenceOTU2540	0	4	0	0	0
New.CleanUp.ReferenceOTU2543	0	0	0	0	1
New.CleanUp.ReferenceOTU2548	0	0	1	1	1
New.CleanUp.ReferenceOTU2550	0	1	1	0	0
New.CleanUp.ReferenceOTU2552	0	0	1	0	1
New.CleanUp.ReferenceOTU2554	0	0	0	0	1
New.CleanUp.ReferenceOTU2555	0	0	1	0	0
New.CleanUp.ReferenceOTU2558	0	0	0	0	2
New.CleanUp.ReferenceOTU2560	0	0	1	0	1
New.CleanUp.ReferenceOTU2566	6	113	37	7	11
New.CleanUp.ReferenceOTU2568	1	1	0	0	1
New.CleanUp.ReferenceOTU2574	1	1	0	0	0
New.CleanUp.ReferenceOTU2578	0	0	0	1	1
New.CleanUp.ReferenceOTU2580	0	0	0	0	0
New.CleanUp.ReferenceOTU2585	0	0	1	0	0
New.CleanUp.ReferenceOTU2586	10	4	5	6	2
New.CleanUp.ReferenceOTU2587	1	0	0	0	0
New.CleanUp.ReferenceOTU2590	0	0	0	1	0
New.CleanUp.ReferenceOTU2598	0	1	0	0	0
New.CleanUp.ReferenceOTU2603	0	0	0	0	1
New.CleanUp.ReferenceOTU2606	0	0	0	1	0
New.CleanUp.ReferenceOTU2609	0	0	0	0	0
New.CleanUp.ReferenceOTU2610	1	3	1	4	1
New.CleanUp.ReferenceOTU2611	1	4	3	6	4
New.CleanUp.ReferenceOTU2613	1	0	0	1	0
New.CleanUp.ReferenceOTU2616	0	0	1	0	0
New.CleanUp.ReferenceOTU2620	2	1	0	0	1
New.CleanUp.ReferenceOTU2621	3	0	0	0	0
New.CleanUp.ReferenceOTU2626	2	0	0	1	0
New.CleanUp.ReferenceOTU2630	0	0	1	0	0
New.CleanUp.ReferenceOTU2632	0	0	1	0	0
New.CleanUp.ReferenceOTU2633	1	0	0	1	1
New.CleanUp.ReferenceOTU2638	0	1	1	1	0
New.CleanUp.ReferenceOTU2641	0	0	0	0	0
New.CleanUp.ReferenceOTU2643	13	12	22	19	25
New.CleanUp.ReferenceOTU2648	0	1	0	0	0
New.CleanUp.ReferenceOTU2649	0	0	1	0	0
New.CleanUp.ReferenceOTU2651	1	0	1	2	1
New.CleanUp.ReferenceOTU2653	0	1	0	0	0
New.CleanUp.ReferenceOTU2659	1	0	0	0	0
New.CleanUp.ReferenceOTU2663	0	2	0	0	0
New.CleanUp.ReferenceOTU2664	1	0	0	2	0
New.CleanUp.ReferenceOTU2670	0	0	1	0	0
New.CleanUp.ReferenceOTU2671	0	0	1	0	0
New.CleanUp.ReferenceOTU2674	2	0	0	1	0
New.CleanUp.ReferenceOTU2682	0	0	0	1	0
New.CleanUp.ReferenceOTU2687	0	0	0	1	0
New.CleanUp.ReferenceOTU2697	0	0	0	1	0
New.CleanUp.ReferenceOTU2698	2	0	0	3	4
New.CleanUp.ReferenceOTU2699	0	0	0	0	2
New.CleanUp.ReferenceOTU2701	0	0	0	1	0
New.CleanUp.ReferenceOTU2702	2	0	0	0	0
New.CleanUp.ReferenceOTU2704	0	1	0	0	0
New.CleanUp.ReferenceOTU2708	6	3	1	8	5
New.CleanUp.ReferenceOTU2714	0	1	0	0	0
New.CleanUp.ReferenceOTU2716	0	0	0	2	0
New.CleanUp.ReferenceOTU2717	1	0	0	1	0
New.CleanUp.ReferenceOTU2721	0	1	0	0	1
New.CleanUp.ReferenceOTU2725	3	0	0	0	0
New.CleanUp.ReferenceOTU2734	2	2	0	2	1
New.CleanUp.ReferenceOTU2744	4	1	0	2	0
New.CleanUp.ReferenceOTU2750	3	0	4	7	2
New.CleanUp.ReferenceOTU2758	0	0	1	0	0
New.CleanUp.ReferenceOTU2762	0	1	1	2	0
New.CleanUp.ReferenceOTU2764	1	2	0	2	0
New.CleanUp.ReferenceOTU2766	0	0	1	0	0
New.CleanUp.ReferenceOTU2767	0	0	0	0	1
New.CleanUp.ReferenceOTU2770	1	0	1	0	0
New.CleanUp.ReferenceOTU2773	0	0	0	1	0
New.CleanUp.ReferenceOTU2777	0	0	0	1	0
New.CleanUp.ReferenceOTU2780	1	0	0	0	0
New.CleanUp.ReferenceOTU2782	0	0	1	1	0
New.CleanUp.ReferenceOTU2783	15	5	29	10	5
New.CleanUp.ReferenceOTU2788	0	0	0	2	0
New.CleanUp.ReferenceOTU2790	0	1	0	0	0
New.CleanUp.ReferenceOTU2795	0	0	0	0	0
New.CleanUp.ReferenceOTU2797	0	0	0	1	0
New.CleanUp.ReferenceOTU2799	2	0	0	0	0
New.CleanUp.ReferenceOTU2801	1	1	0	0	0
New.CleanUp.ReferenceOTU2815	0	0	0	1	0
New.CleanUp.ReferenceOTU2816	0	0	0	0	2
New.CleanUp.ReferenceOTU2821	0	1	0	0	0
New.CleanUp.ReferenceOTU2828	0	0	0	1	0
New.CleanUp.ReferenceOTU2830	0	0	0	0	1
New.CleanUp.ReferenceOTU2831	0	0	0	1	0
New.CleanUp.ReferenceOTU2832	1	0	0	0	0
New.CleanUp.ReferenceOTU2833	0	0	0	0	0
New.CleanUp.ReferenceOTU2836	0	1	0	0	1
New.CleanUp.ReferenceOTU2846	0	1	0	0	0
New.CleanUp.ReferenceOTU2850	0	0	0	1	0
New.CleanUp.ReferenceOTU2853	0	0	1	0	0
New.CleanUp.ReferenceOTU2865	0	0	0	0	1
New.CleanUp.ReferenceOTU2866	1	0	1	1	0
New.CleanUp.ReferenceOTU2867	0	0	2	0	0
New.CleanUp.ReferenceOTU2872	0	0	0	0	1
New.CleanUp.ReferenceOTU2878	0	0	0	1	0
New.CleanUp.ReferenceOTU2879	0	1	1	0	0
New.CleanUp.ReferenceOTU2882	0	0	0	0	1
New.CleanUp.ReferenceOTU2889	1	0	0	0	0
New.CleanUp.ReferenceOTU2891	0	1	0	0	0
New.CleanUp.ReferenceOTU2895	0	0	1	0	0
New.CleanUp.ReferenceOTU2898	3	8	1	5	8
New.CleanUp.ReferenceOTU2899	0	1	0	0	0
New.CleanUp.ReferenceOTU2900	0	1	1	1	0
New.CleanUp.ReferenceOTU2901	0	0	0	0	3
New.CleanUp.ReferenceOTU2903	0	1	2	0	0
New.CleanUp.ReferenceOTU2905	0	0	0	0	0
New.CleanUp.ReferenceOTU2907	0	0	1	0	0
New.CleanUp.ReferenceOTU2912	0	0	1	0	0
New.CleanUp.ReferenceOTU2917	5	13	6	3	3
New.CleanUp.ReferenceOTU2920	0	1	0	0	0
New.CleanUp.ReferenceOTU2924	0	0	0	0	0
New.CleanUp.ReferenceOTU2929	1	0	0	1	0
New.CleanUp.ReferenceOTU2931	0	0	1	0	0
New.CleanUp.ReferenceOTU2934	0	1	0	1	1
New.CleanUp.ReferenceOTU2935	0	1	0	1	1
New.CleanUp.ReferenceOTU2937	0	0	1	0	0
New.CleanUp.ReferenceOTU2938	0	0	0	0	0
New.CleanUp.ReferenceOTU2943	0	0	16	6	6
New.CleanUp.ReferenceOTU2946	0	0	1	0	0
New.CleanUp.ReferenceOTU2948	0	0	0	1	0
New.CleanUp.ReferenceOTU2950	0	0	0	1	0
New.CleanUp.ReferenceOTU2951	0	0	0	0	7
New.CleanUp.ReferenceOTU2960	1	1	0	0	0
New.CleanUp.ReferenceOTU2964	1	0	0	1	0
New.CleanUp.ReferenceOTU2965	1	0	0	0	1
New.CleanUp.ReferenceOTU2971	2	1	0	1	1
New.CleanUp.ReferenceOTU2987	0	1	0	0	0
New.CleanUp.ReferenceOTU2988	0	0	0	2	0
New.CleanUp.ReferenceOTU2992	1	1	0	1	3
New.CleanUp.ReferenceOTU2995	0	1	0	0	0
New.CleanUp.ReferenceOTU2997	0	0	2	0	0
New.CleanUp.ReferenceOTU3000	1	0	0	1	0
New.CleanUp.ReferenceOTU3001	2	0	0	1	1
New.CleanUp.ReferenceOTU3005	0	0	2	0	0
New.CleanUp.ReferenceOTU3008	1	2	1	0	1
New.CleanUp.ReferenceOTU3021	0	0	0	1	0
New.CleanUp.ReferenceOTU3022	0	0	0	1	1
New.CleanUp.ReferenceOTU3023	0	1	0	1	0
New.CleanUp.ReferenceOTU3028	0	0	1	0	0
New.CleanUp.ReferenceOTU3032	0	0	2	0	0
New.CleanUp.ReferenceOTU3034	2	0	4	1	1
New.CleanUp.ReferenceOTU3045	0	0	0	1	0
New.CleanUp.ReferenceOTU3047	3	0	0	0	1
New.CleanUp.ReferenceOTU3051	2	0	0	1	0
New.CleanUp.ReferenceOTU3054	0	0	2	0	0
New.CleanUp.ReferenceOTU3056	0	1	0	0	0
New.CleanUp.ReferenceOTU3057	0	2	0	0	0
New.CleanUp.ReferenceOTU3063	0	0	1	1	2
New.CleanUp.ReferenceOTU3068	0	0	1	0	0
New.CleanUp.ReferenceOTU3074	1	0	0	2	0
New.CleanUp.ReferenceOTU3078	0	0	0	0	1
New.CleanUp.ReferenceOTU3079	0	0	0	1	0
New.CleanUp.ReferenceOTU3081	0	0	1	0	1
New.CleanUp.ReferenceOTU3084	0	0	1	0	0
New.CleanUp.ReferenceOTU3085	0	0	4	0	0
New.CleanUp.ReferenceOTU3095	0	2	0	0	0
New.CleanUp.ReferenceOTU3096	0	0	1	0	0
New.CleanUp.ReferenceOTU3098	0	0	0	0	1
New.CleanUp.ReferenceOTU3103	0	0	0	0	0
New.CleanUp.ReferenceOTU3109	1	0	1	1	0
New.CleanUp.ReferenceOTU3116	0	0	0	1	0
New.CleanUp.ReferenceOTU3120	0	1	0	1	1
New.CleanUp.ReferenceOTU3121	0	0	0	1	0
New.CleanUp.ReferenceOTU3129	0	0	1	2	0
New.CleanUp.ReferenceOTU3132	2	1	0	0	0
New.CleanUp.ReferenceOTU3136	0	1	0	0	0
New.CleanUp.ReferenceOTU3141	0	0	0	0	1
New.CleanUp.ReferenceOTU3144	1	2	0	2	7
New.CleanUp.ReferenceOTU3150	0	0	0	1	0
New.CleanUp.ReferenceOTU3151	0	0	1	0	0
New.CleanUp.ReferenceOTU3155	0	1	1	0	0
New.CleanUp.ReferenceOTU3157	1	0	0	0	1
New.CleanUp.ReferenceOTU3162	0	0	0	0	1
New.CleanUp.ReferenceOTU3168	4	0	1	3	3
New.CleanUp.ReferenceOTU3169	0	0	0	1	0
New.CleanUp.ReferenceOTU3171	0	0	0	1	1
New.CleanUp.ReferenceOTU3172	1	1	0	0	0
New.CleanUp.ReferenceOTU3177	0	0	0	0	1
New.CleanUp.ReferenceOTU3179	4	6	265	22	11
New.CleanUp.ReferenceOTU3183	1	0	0	0	0
New.CleanUp.ReferenceOTU3190	1	1	0	0	2
New.CleanUp.ReferenceOTU3196	0	0	0	0	0
New.CleanUp.ReferenceOTU3200	0	0	0	1	1
New.CleanUp.ReferenceOTU3201	0	0	0	0	0
New.CleanUp.ReferenceOTU3206	0	0	0	1	0
New.CleanUp.ReferenceOTU3208	0	0	1	0	0
New.CleanUp.ReferenceOTU3212	0	0	0	0	1
New.CleanUp.ReferenceOTU3213	2	0	0	0	1
New.CleanUp.ReferenceOTU3222	90	77	43	56	77
New.CleanUp.ReferenceOTU3223	0	4	1	0	1
New.CleanUp.ReferenceOTU3225	0	0	0	0	1
New.CleanUp.ReferenceOTU3235	0	1	0	0	0
New.CleanUp.ReferenceOTU3238	1	0	0	0	0
New.CleanUp.ReferenceOTU3239	0	0	0	1	1
New.CleanUp.ReferenceOTU3240	0	1	0	4	2
New.CleanUp.ReferenceOTU3241	0	0	3	2	4
New.CleanUp.ReferenceOTU3243	0	0	0	1	0
New.CleanUp.ReferenceOTU3244	0	2	0	1	0
New.CleanUp.ReferenceOTU3250	0	0	0	1	0
New.CleanUp.ReferenceOTU3252	1	1	0	3	4
New.CleanUp.ReferenceOTU3255	0	1	0	0	0
New.CleanUp.ReferenceOTU3257	0	0	0	2	0
New.CleanUp.ReferenceOTU3262	0	0	0	1	0
New.CleanUp.ReferenceOTU3264	0	0	0	1	0
New.CleanUp.ReferenceOTU3267	0	0	0	0	0
New.CleanUp.ReferenceOTU3272	0	1	0	0	0
New.CleanUp.ReferenceOTU3282	0	0	0	0	1
New.CleanUp.ReferenceOTU3284	0	0	0	2	0
New.CleanUp.ReferenceOTU3290	0	0	0	2	1
New.CleanUp.ReferenceOTU3292	0	1	0	1	2
New.CleanUp.ReferenceOTU3295	1	1	1	2	2
New.CleanUp.ReferenceOTU3297	0	0	0	0	1
New.CleanUp.ReferenceOTU3299	0	2	0	0	0
New.CleanUp.ReferenceOTU3300	1	1	0	0	0
New.CleanUp.ReferenceOTU3301	0	0	1	0	0
New.CleanUp.ReferenceOTU3310	0	0	1	1	1
New.CleanUp.ReferenceOTU3315	0	1	0	1	0
New.CleanUp.ReferenceOTU3319	0	0	0	0	0
New.CleanUp.ReferenceOTU3324	1	0	0	0	1
New.CleanUp.ReferenceOTU3331	1	1	0	0	2
New.CleanUp.ReferenceOTU3334	0	0	0	1	0
New.CleanUp.ReferenceOTU3337	0	1	0	0	0
New.CleanUp.ReferenceOTU3338	0	1	0	1	0
New.CleanUp.ReferenceOTU3341	0	2	2	1	0
New.CleanUp.ReferenceOTU3343	0	1	0	2	1
New.CleanUp.ReferenceOTU3345	0	0	0	1	1
New.CleanUp.ReferenceOTU3350	1	0	0	0	0
New.CleanUp.ReferenceOTU3351	0	0	0	1	0
New.CleanUp.ReferenceOTU3352	1	0	0	2	0
New.CleanUp.ReferenceOTU3353	0	1	0	0	0
New.CleanUp.ReferenceOTU3357	0	0	0	1	0
New.CleanUp.ReferenceOTU3360	0	0	0	0	0
New.CleanUp.ReferenceOTU3369	0	0	1	2	1
New.CleanUp.ReferenceOTU3370	1	7	1	5	2
New.CleanUp.ReferenceOTU3376	1	0	0	0	0
New.CleanUp.ReferenceOTU3379	1	1	0	0	0
New.CleanUp.ReferenceOTU3383	0	1	0	1	0
New.CleanUp.ReferenceOTU3389	0	1	0	0	0
New.CleanUp.ReferenceOTU3391	0	0	0	3	0
New.CleanUp.ReferenceOTU3392	1	3	3	2	3
New.CleanUp.ReferenceOTU3394	0	0	0	0	0
New.CleanUp.ReferenceOTU3396	0	0	0	0	0
New.CleanUp.ReferenceOTU3400	0	0	0	1	0
New.CleanUp.ReferenceOTU3401	0	1	0	0	0
New.CleanUp.ReferenceOTU3407	0	0	0	2	0
New.CleanUp.ReferenceOTU3410	1	3	0	1	0
New.CleanUp.ReferenceOTU3411	0	0	1	0	0
New.CleanUp.ReferenceOTU3419	0	0	0	0	1
New.CleanUp.ReferenceOTU3420	2	0	0	1	3
New.CleanUp.ReferenceOTU3423	3	6	1	7	5
New.CleanUp.ReferenceOTU3425	0	2	5	1	1
New.CleanUp.ReferenceOTU3427	1	0	0	1	0
New.CleanUp.ReferenceOTU3429	1	0	1	1	0
New.CleanUp.ReferenceOTU3430	0	0	0	0	1
New.CleanUp.ReferenceOTU3440	1	0	0	0	0
New.CleanUp.ReferenceOTU3444	0	1	0	0	0
New.CleanUp.ReferenceOTU3447	2	2	0	0	0
New.CleanUp.ReferenceOTU3448	0	0	0	1	1
New.CleanUp.ReferenceOTU3450	0	1	0	0	0
New.CleanUp.ReferenceOTU3451	0	0	0	1	0
New.CleanUp.ReferenceOTU3452	0	0	0	3	3
New.CleanUp.ReferenceOTU3453	0	1	1	0	1
New.CleanUp.ReferenceOTU3454	0	1	0	0	0
New.CleanUp.ReferenceOTU3456	0	1	2	2	3
New.CleanUp.ReferenceOTU3463	0	0	2	0	0
New.CleanUp.ReferenceOTU3464	0	2	0	0	0
New.CleanUp.ReferenceOTU3465	0	0	3	0	0
New.CleanUp.ReferenceOTU3467	0	0	1	0	0
New.CleanUp.ReferenceOTU3468	0	0	0	2	0
New.CleanUp.ReferenceOTU3471	0	0	1	0	0
New.CleanUp.ReferenceOTU3472	0	0	0	1	0
New.CleanUp.ReferenceOTU3479	1	0	0	1	0
New.CleanUp.ReferenceOTU3483	2	0	0	0	0
New.CleanUp.ReferenceOTU3486	1	0	1	0	2
New.CleanUp.ReferenceOTU3487	2	0	0	0	0
New.CleanUp.ReferenceOTU3489	0	0	0	2	0
New.CleanUp.ReferenceOTU3498	1	0	0	0	0
New.CleanUp.ReferenceOTU3499	3	1	0	2	4
New.CleanUp.ReferenceOTU3502	0	0	0	1	1
New.CleanUp.ReferenceOTU3503	2	1	1	1	1
New.CleanUp.ReferenceOTU3507	1	0	2	0	0
New.CleanUp.ReferenceOTU3515	1	2	0	1	0
New.CleanUp.ReferenceOTU3518	1	1	0	0	0
New.CleanUp.ReferenceOTU3524	0	0	2	0	0
New.CleanUp.ReferenceOTU3527	0	1	0	0	0
New.CleanUp.ReferenceOTU3528	0	2	0	2	6
New.CleanUp.ReferenceOTU3529	0	0	0	1	0
New.CleanUp.ReferenceOTU3531	0	0	0	3	0
New.CleanUp.ReferenceOTU3536	1	0	0	1	0
New.CleanUp.ReferenceOTU3537	1	0	0	0	0
New.CleanUp.ReferenceOTU3538	0	1	0	0	1
New.CleanUp.ReferenceOTU3544	0	1	0	1	1
New.CleanUp.ReferenceOTU3545	0	1	1	0	2
New.CleanUp.ReferenceOTU3547	0	0	0	0	1
New.CleanUp.ReferenceOTU3549	0	0	0	0	1
New.CleanUp.ReferenceOTU3550	1	1	0	0	0
New.CleanUp.ReferenceOTU3563	0	0	0	0	1
New.CleanUp.ReferenceOTU3565	1	2	0	0	1
New.CleanUp.ReferenceOTU3571	0	1	0	0	0
New.CleanUp.ReferenceOTU3575	0	0	1	0	0
New.CleanUp.ReferenceOTU3576	2	1	1	8	0
New.CleanUp.ReferenceOTU3595	1	1	0	3	0
New.CleanUp.ReferenceOTU3597	0	3	0	0	0
New.CleanUp.ReferenceOTU3599	0	1	0	0	0
New.CleanUp.ReferenceOTU3600	0	0	0	0	1
New.CleanUp.ReferenceOTU3602	8	0	2	7	4
New.CleanUp.ReferenceOTU3604	2	0	0	0	0
New.CleanUp.ReferenceOTU3605	0	0	0	2	0
New.CleanUp.ReferenceOTU3607	0	0	0	0	0
New.CleanUp.ReferenceOTU3610	0	2	0	1	0
New.CleanUp.ReferenceOTU3611	1	1	0	0	0
New.CleanUp.ReferenceOTU3612	0	0	0	1	0
New.CleanUp.ReferenceOTU3615	0	0	2	0	1
New.CleanUp.ReferenceOTU3623	0	3	0	0	0
New.CleanUp.ReferenceOTU3626	1	0	0	0	1
New.CleanUp.ReferenceOTU3627	0	0	1	1	0
New.CleanUp.ReferenceOTU3629	1	0	0	0	0
New.CleanUp.ReferenceOTU3633	0	1	4	0	0
New.CleanUp.ReferenceOTU3639	0	1	0	3	0
New.CleanUp.ReferenceOTU3643	2	1	2	1	4
New.CleanUp.ReferenceOTU3646	0	1	0	2	0
New.CleanUp.ReferenceOTU3647	1	1	1	1	0
New.CleanUp.ReferenceOTU3648	1	1	1	4	1
New.CleanUp.ReferenceOTU3650	0	0	1	0	0
New.CleanUp.ReferenceOTU3660	1	0	0	0	1
New.CleanUp.ReferenceOTU3663	2	1	0	1	0
New.CleanUp.ReferenceOTU3666	0	0	1	0	0
New.CleanUp.ReferenceOTU3669	0	0	1	0	0
New.CleanUp.ReferenceOTU3670	0	0	0	0	0
New.CleanUp.ReferenceOTU3673	0	1	2	1	1
New.CleanUp.ReferenceOTU3682	0	0	0	2	1
New.CleanUp.ReferenceOTU3684	0	0	0	2	0
New.CleanUp.ReferenceOTU3690	0	0	0	0	0
New.CleanUp.ReferenceOTU3693	0	0	0	1	0
New.CleanUp.ReferenceOTU3694	0	0	0	0	1
New.CleanUp.ReferenceOTU3699	0	0	1	0	0
New.CleanUp.ReferenceOTU3700	1	0	0	1	1
New.CleanUp.ReferenceOTU3701	1	0	0	0	1
New.CleanUp.ReferenceOTU3706	0	0	1	0	0
New.CleanUp.ReferenceOTU3709	0	1	0	0	1
New.CleanUp.ReferenceOTU3711	0	0	2	0	0
New.CleanUp.ReferenceOTU3714	0	1	0	0	0
New.CleanUp.ReferenceOTU3717	0	0	0	1	0
New.CleanUp.ReferenceOTU3718	2	0	4	0	1
New.CleanUp.ReferenceOTU3724	0	1	0	0	0
New.CleanUp.ReferenceOTU3725	0	1	0	1	0
New.CleanUp.ReferenceOTU3727	4	2	4	4	2
New.CleanUp.ReferenceOTU3728	0	0	1	0	1
New.CleanUp.ReferenceOTU3729	0	0	1	0	0
New.CleanUp.ReferenceOTU3733	0	0	0	2	1
New.CleanUp.ReferenceOTU3738	9	7	2	4	22
New.CleanUp.ReferenceOTU3741	0	1	0	3	1
New.CleanUp.ReferenceOTU3745	0	0	0	1	0
New.CleanUp.ReferenceOTU3747	4	0	2	4	2
New.CleanUp.ReferenceOTU3750	22	17	2	13	4
New.CleanUp.ReferenceOTU3751	2	1	2	2	1
New.CleanUp.ReferenceOTU3758	3	1	1	9	3
New.CleanUp.ReferenceOTU3759	1	0	0	0	1
New.CleanUp.ReferenceOTU3760	2	0	1	0	0
New.CleanUp.ReferenceOTU3764	0	0	1	0	0
New.CleanUp.ReferenceOTU3765	0	1	0	0	0
New.CleanUp.ReferenceOTU3767	0	1	0	0	0
New.CleanUp.ReferenceOTU3774	0	1	0	0	0
New.CleanUp.ReferenceOTU3777	0	1	0	2	1
New.CleanUp.ReferenceOTU3781	0	0	1	2	1
New.CleanUp.ReferenceOTU3782	0	0	1	1	1
New.CleanUp.ReferenceOTU3783	0	0	0	1	0
New.CleanUp.ReferenceOTU3785	0	0	0	0	1
New.CleanUp.ReferenceOTU3787	0	0	0	0	1
New.CleanUp.ReferenceOTU3788	0	0	1	1	1
New.CleanUp.ReferenceOTU3789	2	2	3	1	1
New.CleanUp.ReferenceOTU3797	0	0	0	0	1
New.CleanUp.ReferenceOTU3800	2	0	0	1	1
New.CleanUp.ReferenceOTU3801	1	0	0	2	1
New.CleanUp.ReferenceOTU3803	0	1	1	0	2
New.CleanUp.ReferenceOTU3805	0	1	0	0	0
New.CleanUp.ReferenceOTU3808	1	0	0	0	0
New.CleanUp.ReferenceOTU3810	0	0	0	1	0
New.CleanUp.ReferenceOTU3811	1	0	0	1	1
New.CleanUp.ReferenceOTU3812	2	1	0	0	0
New.CleanUp.ReferenceOTU3813	0	0	3	3	1
New.CleanUp.ReferenceOTU3836	2	0	0	1	1
New.CleanUp.ReferenceOTU3837	1	4	0	0	0
New.CleanUp.ReferenceOTU3839	0	0	1	0	0
New.CleanUp.ReferenceOTU3842	0	0	1	0	0
New.CleanUp.ReferenceOTU3844	0	1	0	0	0
New.CleanUp.ReferenceOTU3856	0	0	0	0	1
New.CleanUp.ReferenceOTU3860	0	0	0	1	2
New.CleanUp.ReferenceOTU3861	0	0	2	0	0
New.CleanUp.ReferenceOTU3862	0	1	0	1	0
New.CleanUp.ReferenceOTU3863	0	0	0	1	0
