ID	S1G	S2G	T1G	T2G
637	0.000607656	0.0072232	0.000112714	0.147714
9378	0.0499336	0	0.306605	0.0796803
117178	0.885891	1.58046	0.546455	1.00626
80781	1.46197	1.18758	5.64892	5.00086
5452	1.52836	0.237106	0.325667	0.833736
431705	0.0397492	0.220589	0.11374	0.0743523
84905	0.989797	1.10032	0.415635	0.984159
50512	11.9449	56.034	6.98365	13.7619
100128927	10.7423	6.70374	8.2154	8.47097
144404	0.46542	0.694168	0.442065	0.261637
55890	1.93866	2.28665	2.99239	1.93432
144983	0.376148	1.0717	0.814283	0.836041
2530	0.369734	0.710256	1.66298	0.322047
9139	3.37933	4.2454	0.849176	4.07242
55561	6.1536	2.73797	8.74043	11.9353
85360	4.99025	2.90668	11.7946	12.7087
10917	0.0661826	0	0.017634	0
6483	3.52709	3.48131	7.41509	11.2536
60490	0.503887	0.805159	1.01388	1.43096
25920	15.5899	20.618	26.9869	33.728
2035	1.1243	2.4193	0.679163	0.979593
6338	36.8053	0.266505	9.85498	3.77322
93426	0	0	0.507785	0.0543222
347	2438.48	33.3802	1111.61	717.443
10489	30.5114	13.9067	26.6149	31.406
145173	2.16705	1.33223	1.53617	1.75758
401387	0.0340675	0.000266716	0.0929428	0.000193626
163049	3.22331	8.53025	10.375	9.96713
1869	3.58777	5.7106	0.753696	1.57346
23784	0	0	0	0.0228005
6387	38.9648	23.2245	394.609	267.539
10150	6.17272	3.3306	12.8501	10.5141
339665	1.04201	1.69107	2.75751	2.36472
64926	2.35706	3.66072	2.93625	2.18841
94107	9.96493	14.0494	15.1591	16.1291
3006	269.604	187.217	27.4041	10.8863
59277	5.68553	1.31327	26.2097	28.8178
6837	2.45463	2.9751	3.64298	1.03351
7479	0.0659927	0.0205398	0.0416564	0
376940	0.35847	0.49201	1.64019	1.42359
284390	0.524446	1.06975	1.34214	0.892346
7695	1.08476	3.26224	2.23207	2.73578
11264	5.19441	0.413333	2.86255	2.46052
400713	0.445981	1.60791	3.01085	1.67128
55423	0.588534	0.865174	0.0923259	0.207704
377841	0.045969	0.0765886	0.738848	0.390579
81848	7.74054	4.73307	2.91127	7.03571
9402	0.547414	1.596	0.911731	0.937836
51538	13.1189	14.3181	19.7211	20.1865
84335	19.6706	20.0899	24.4408	26.1952
653145	0.134875	0.0763268	5.21177	4.97859
23677	0.442572	0.366432	0.622437	1.52984
159296	0.00367213	0.0212283	0.063112	0.0207503
84747	4.15988	4.50177	9.5886	11.6526
84939	0.000325065	0.000377949	0.00168505	0.0112406
100506403	13.4389	5.15171	7.20705	10.0944
80071	0.837391	0.460338	0.684729	0.821163
55969	86.1611	92.6303	13.9994	17.0913
79712	0.169257	1.67278	3.64123	3.52072
83448	1.16684	0.649705	0.83144	0.587871
51529	2.92914	4.22325	5.39376	2.87639
27158	3.01185	3.16796	2.26402	6.21594
642843	0	0.381485	0.327228	0.104366
55773	2.68616	4.14722	2.41239	2.82131
340980	0	0	0	0
101060141	0.130466	0.07419	0.283654	0.352501
10193	8.16888	4.94059	6.72995	7.18703
25917	1.55992	1.85511	1.83786	1.34214
144165	1.38906	0.874065	1.60053	2.03068
10755	3.32322	5.89967	15.6923	4.51402
64919	0.0471844	0.32515	0.317587	0.182814
10892	1.09578	1.71265	0.785866	0.613686
83706	15.8824	13.1673	7.20845	8.0163
7082	3.313	1.58047	2.41006	2.51676
6049	5.05789	5.73165	4.692	3.46454
4775	3.37664	4.97158	3.71784	3.73076
51654	6.80701	3.76204	3.47796	5.06788
7106	0.000912414	0.0069443	0.493949	0.913809
26525	0	0.0157651	0	0
6863	0	0	0.568166	0.927083
1739	2.02453	0.0892257	2.1196	2.01336
93109	1.28788	2.73583	2.39143	2.91732
23503	2.72265	1.78365	2.58859	3.90859
55764	2.53654	3.89758	3.32539	5.35518
55713	0.148036	1.06335	2.20648	1.22403
2905	0.0456022	0.1843	0.0351861	0.0498362
10762	6.64392	5.3294	5.29425	5.99256
728071	1.39045	1.96265	0.771383	1.39473
55367	1.57162	1.47252	2.21375	1.09586
4637	132.183	103.846	303.642	215.634
9690	11.5451	12.8891	8.97963	11.5051
1789	0.0252445	0.0703942	0.326823	0.253122
51614	188.733	88.6608	147.535	182.522
57337	0.786391	1.32878	0.201706	0.73522
9963	0.531762	0.122692	0.108285	0.106475
1272	0.000138434	0.323884	0.127271	0.283147
1152	12.1254	4.37966	12.4965	8.36896
490	0.451085	0.306154	0.402139	0.278392
57446	19.1357	14.8669	12.9427	11.5645
56155	0.0357738	0.0167928	0.0674268	0.0612742
89122	4.44816	6.33164	8.85207	9.46006
116379	0.281865	0	0.197002	0.359478
207	5.67082	5.9403	2.02007	2.49854
10475	3.29856	1.50648	5.34123	5.24776
54102	0.59411	0.632497	2.86244	5.10192
9039	1.6208	3.22902	1.8549	2.08278
10940	0.339541	0.609535	0.251201	0.487198
27094	0.164335	0.343048	1.60355	0.253003
25813	27.1742	20.6531	16.428	23.4764
4678	0.809586	0.544615	2.4123	1.99238
332	2.06127	6.05397	0.327756	0.271625
22858	2.80025	2.46604	2.73601	3.18466
5449	0.0666461	0	0	0.0311505
11333	19.733	20.0104	33.7866	38.3238
26610	6.14964	5.64149	5.48016	4.36651
1468	3.90825	2.18321	12.2147	10.6384
11066	7.35065	8.52093	19.0234	14.4219
391	81.3592	56.9497	77.2974	66.7701
51068	7.93722	15.0154	6.48966	7.91139
55627	5.00037	3.21353	5.11342	5.12984
1431	36.4865	21.7266	28.0061	33.173
65110	3.0344	6.91464	7.25572	8.26655
23264	0.000101108	0.000113132	8.99901	1.33076
5781	16.5982	10.0652	12.8404	15.4721
10327	110.078	801.449	47.3001	54.5033
7978	1.56824	1.25621	2.10626	2.5225
79677	3.60594	2.88147	1.91692	1.32059
47	15.773	17.1432	8.36695	19.2436
23636	3.99066	1.66535	2.3141	2.90498
7517	1.33113	1.873	1.98234	1.48105
4898	26.4751	14.2383	15.4541	16.439
29015	0.000454893	0.00309743	12.4532	0.054107
4286	2.28241	0.766952	4.87714	3.24752
10635	0.380687	1.50454	0.379251	0.676649
84287	3.41177	3.39187	0.760533	2.36811
553158	0.435133	0.517692	0.153983	0.610638
79718	4.89832	4.20174	4.28089	9.71501
5569	0.0582292	0.0885263	0.529014	0.8498
60675	0.0317942	0	0.060452	0.0297179
56	0	0.0747583	0	0
64327	4.60921	6.5783	3.64857	5.31151
56616	3.79973	4.60228	2.88718	3.94074
3326	4.01556	3.00996	1.6511	2.49436
55280	2.90626	2.99675	5.65836	5.25241
3557	2.65723	1.13813	4.37383	1.41287
55683	2.09525	3.13838	1.23632	3.85011
9879	8.27019	8.71024	14.9134	15.159
160	30.3777	26.1075	30.3099	34.4997
10920	0.307466	0.704561	1.192	0.864371
6050	8.05954	3.50315	2.10557	0.70571
10725	1.54227	2.76081	0.792238	1.38346
10533	5.12999	4.49688	6.35084	6.08891
4297	0.275693	0.256288	0.0692037	0.466835
9053	7.81391	15.3473	4.57571	6.78819
9439	0.527123	0.575818	0.10453	0.355394
8626	0.00916699	0.130507	9.52607	9.22443
11083	4.29103	5.60514	12.4118	16.3236
3181	0.153688	0.716056	1.48812	1.19059
56125	0.400884	0.285436	1.81405	0.463699
145389	1.23872	1.487	1.50279	1.01251
65251	7.96441	1.43899	2.49668	3.31304
80705	0.205022	0.249758	0.128568	0.433122
8733	93.0213	57.724	89.2107	98.2777
50618	0.745642	0.497861	0.0401762	0.000272022
25959	0.120523	1.58733	0.00395185	4.32806
57596	0.105087	0.063959	2.22658	2.76751
4809	47.5507	46.195	58.2184	57.4861
147495	2.91764	3.17231	39.7915	39.7331
29115	2.2234	4.00861	8.52967	1.57733
10609	1.26516	0.204704	0.403013	0.197231
4595	0.000319227	0.778338	0.854883	2.2881
1717	46.87	79.436	9.51788	16.3785
8295	0.761054	0.686005	0.969542	2.12307
81553	0.966342	0.780675	0.433739	0.749096
131601	11.4295	11.0165	2.06704	5.00702
7699	1.03233	0.0981866	0.672513	0.491867
341676	0.190778	0.0190775	0.141597	0.254096
57591	9.31604	7.57876	12.0284	15.3336
286495	20.6344	15.4301	8.15392	20.6503
101060181	0.297157	1.52739	0.925061	1.24505
399909	7.80274	5.44426	6.8977	8.97642
26809	37.2208	29.7291	74.2228	28.4393
90589	0.670317	1.13495	0.895858	0.487793
4698	10.132	18.1357	16.3441	17.2888
439921	2.91625	3.97546	5.37984	5.81779
10438	0.298779	0.339978	0.334283	0.573547
101060363	755.62	550.728	461.805	477.998
140885	4.31117	2.64819	24.8684	30.4239
85301	0.387729	0.697253	3.50944	3.62393
64800	0.0539656	0.148249	0.47045	0.0618851
54899	1.85828	3.17033	3.07121	3.47201
64319	4.36516	5.53721	5.23843	6.84613
4763	1.60208	0.82148	1.57142	2.0276
2975	9.88475	8.56664	5.95907	9.42899
5861	51.6818	42.9022	20.2164	31.3224
146059	0.996147	1.39269	1.95958	2.88922
10142	4.72048	8.87572	12.2779	10.8386
5905	28.6308	22.4736	20.2947	23.7892
120425	3.81976	3.98665	2.98421	2.21855
89790	1.21505	1.32284	0.836232	0.990782
54892	1.67626	2.78783	1.05888	1.52848
5058	8.16343	2.38089	3.69031	3.64569
200734	17.4112	12.7624	11.9058	15.6362
10425	3.37694	6.49533	6.74937	7.3575
10683	0.0227048	0.861284	0	0.273054
7068	1.35192	1.25895	8.31356	6.579
170685	13.8777	0.823191	1.22032	1.15539
65124	7.37552	5.63866	5.99944	7.02278
100996747	8.82294	4.56858	3.6816	4.91201
23646	84.9381	113.042	113.472	132.19
441478	3.80226	5.33109	5.96673	5.63819
23365	1.07365	2.45748	2.5668	3.09258
23587	0.286782	1.08455	3.32057	3.85294
26507	0.0794426	0.227547	0.512285	0.37046
4666	0.836981	0.39062	0.313234	0.276354
51750	0.0734576	0.118954	0.128459	0.104036
8704	0.286269	1.538	0.138448	1.03534
64098	5.25079	0.000127929	1.5419	1.98072
9463	5.80698	7.0893	10.7621	12.4994
141	2.96047	3.16251	3.69622	2.71944
130872	0.271893	0.370161	0.00407223	0.315345
1756	0.000964158	0.00091467	1.30313	1.75538
284119	64.0371	53.021	226.7	224.846
5828	3.47207	3.31727	3.51083	3.61472
53916	6.40952	14.1529	5.83352	4.77457
126308	14.5116	11.5146	18.2638	18.1929
1996	0.116699	0.0828369	0.102782	0
3708	0.748408	13.841	6.56052	6.64386
79602	10.5947	14.4475	11.162	16.2341
63929	1.92339	1.89207	1.47706	1.60353
10051	1.99738	4.41347	1.49007	1.08545
9961	34.0869	53.1813	51.8505	34.2983
728378	0.0735405	0.0525093	0.00239362	0.151333
10865	9.3521	11.4695	64.7278	44.0885
54870	4.06479	3.72486	10.3191	11.8084
54863	2.62187	2.89042	1.84102	2.41535
118813	0.292571	0.808153	1.0486	0.797628
10307	1.45586	3.44801	2.90892	1.80542
79874	0.80023	0.529341	1.98687	1.12651
6752	1.52458	1.11134	1.59746	2.57019
26019	9.11373	6.071	8.98278	9.11715
25913	1.14587	2.2562	2.33938	2.14642
5169	4.74342	0.0582058	0.410991	0.442143
27154	9.02559	4.93094	7.5095	9.14791
4606	0.0728984	0.0342144	0.26352	0
55621	8.36676	7.16923	14.2131	13.2056
254013	0.268289	0.46338	0.636473	0.493353
4097	3.91896	5.53827	9.4242	8.2122
25972	16.8302	18.5657	19.3748	19.1338
26151	4.04535	4.57125	7.87242	7.44715
54934	2.01412	1.1049	0.410384	1.764
10505	0.790493	2.50186	1.58916	1.36408
23327	0.553714	4.25994	0.247083	0.00278158
29068	2.88582	1.86761	0.000169119	1.79016
126068	0.646559	2.71091	2.29745	2.41119
3018	0.54936	0.225595	0	0.261558
7093	0.0599884	0.0124997	0.0409009	0.00704579
29950	14.6349	9.50614	22.931	18.8654
23141	5.98372	6.6462	8.87586	9.60222
6419	1.30427	1.04712	1.69349	2.03154
84061	18.3689	11.278	12.6287	13.3232
284521	0.0285616	0.0797283	0.0542347	0.24022
693221	26.1788	5.59966	26.4208	23.7409
871	147.228	99.1246	69.3708	128.059
26136	17.4016	9.25398	27.2149	25.837
6714	12.9603	8.09228	8.90919	10.5482
344892	0	0	0	0
85456	22.8812	12.2581	31.5723	48.2917
54853	9.08176	7.60402	4.85115	6.06384
55268	42.6754	5.24671	17.6461	14.3634
80122	0	0.0219772	0	0
79770	4.95654	4.41805	5.43272	5.23733
54845	9.01469	3.28705	2.29532	3.40586
5244	0.298563	0.0670534	0.000213734	0.140177
7004	2.06567	2.54171	2.45486	1.22884
167838	0.809594	1.31104	1.04205	1.71224
5893	0.892691	0.872663	1.70059	1.65955
84986	0.903437	1.06681	2.56234	2.48782
1583	0.432746	0.27445	1.46246	1.76535
10004	0.21756	0.118512	0.328653	0.0819069
36	6.70101	15.1517	7.28955	8.01042
54920	2.09268	2.96856	2.40627	2.26503
57162	3.6278	2.56682	7.63096	8.49508
54708	9.80066	8.62902	5.12537	7.53221
10157	0.117076	0.00283102	0.654023	0.306762
374860	0.195791	1.25408	0.156969	0.446296
23054	8.28406	13.0013	7.40187	9.88059
64763	9.3981	9.97408	12.3439	14.1645
50944	0.0781191	0.0565528	0.0623424	0.111532
79159	0.70004	0.861886	1.31153	1.18961
91612	9.50182	7.98263	14.0998	13.617
643836	0.00155095	0.00141861	0.00181193	0.00140105
11060	11.0338	8.96693	14.0017	15.7536
165679	0.68328	10.0935	0.748518	1.48231
6829	14.2362	7.11896	5.51069	8.31706
81031	8.1233	15.2652	5.60671	7.29315
2547	0.885871	0.565795	0.219301	0.497581
23607	4.13132	6.16617	5.00929	7.42358
1735	14.8869	0.197056	1.19874	1.13623
114336	0.00541278	0	0	0
1780	0.445166	0.473358	0.930943	0.232356
29086	3.34438	7.52024	3.71619	6.38035
9220	0.261408	0.298053	0.355761	0.244144
10897	2.70036	2.74185	0.909586	2.52018
860	2.27815	0.374193	0.887437	1.96908
81858	3.20801	4.93679	4.26823	4.42711
3635	2.50184	0.307494	3.76727	3.55692
57643	0.159781	4.27899	1.29834	1.18819
5213	1.9653	17.689	11.0651	11.1642
388558	0.765689	1.13628	0.74633	0.921002
284759	0.550162	0.453405	0.0265273	0.151021
1454	8.83936	22.8826	38.3558	31.7918
60343	4.66568	3.44425	6.61106	2.20878
554313	4.04743	5.86132	0	0.0115879
55959	2.1781	2.93304	0.274058	0.52993
3652	0.000290331	0.659519	0.196093	0.157931
10447	9.93643	10.5174	12.6949	15.5963
5792	6.36587	40.306	9.38344	13.2015
25855	26.9573	26.5641	28.9946	31.9891
150160	0	0	0.0870632	0
408	11.3403	18.9534	19.46	20.4346
4784	7.41771	4.90326	25.9149	35.6123
7037	13.6482	12.4224	4.34633	4.7188
6693	1.42228	2.43688	1.8852	1.48446
11314	6.11328	3.59702	2.39697	2.79333
1778	25.0527	21.9625	20.5088	28.9209
100289635	0.995721	0.918354	1.52042	1.66903
2114	0.000745711	0.00357625	0.222227	0.242493
773	0.038743	0.0657949	0.106216	0.096543
4478	72.9189	72.9903	99.1401	89.3323
5869	12.03	16.4034	8.18227	11.4254
1366	83.3209	65.0562	40.8126	51.8156
92283	0.521607	0.560678	0.162886	0.495296
57001	10.303	4.28313	12.9993	8.85482
8891	7.78933	8.90816	9.51766	10.3057
9901	0.0837703	0.439582	0.200984	0.36034
84436	1.18584	2.39837	1.50203	0.977875
8682	59.5983	101.294	77.1624	71.5782
51227	3.61037	2.67958	2.44488	1.01604
5325	0.136302	0.0571207	1.06072	2.82535
2107	24.2286	18.5563	18.6017	20.8006
58506	18.6354	18.2516	20.5692	22.9937
79998	0.0595918	0.168887	0.000170163	0.00315891
55902	9.37486	10.0754	9.35878	12.1052
84557	1.72628	11.8952	0.85664	0.957383
163081	0.544497	0.758562	0.521437	0.621638
27111	3.08122	4.08379	1.57042	1.55385
1534	16.9987	30.5827	21.9114	23.1608
7703	2.18437	3.58554	8.55645	7.43807
6229	1072.72	467.191	2443.09	1866.36
80274	0.258248	0.189627	0.923976	2.00986
100049587	0.00498381	0.000415483	0.365496	0.00637326
6533	13.0473	10.9664	4.88596	5.79774
5167	1.80883	3.63297	1.96914	2.54405
57717	1.56187	1.30319	1.25997	2.27602
56955	0.839682	0	0	0
724102	1.95965	2.21703	3.14495	6.72315
9267	4.65671	3.81399	5.07139	3.86659
142680	0.0436538	0.69379	0.082714	0.020368
9584	12.552	30.4066	13.1806	12.8144
9060	19.9734	1.83284	2.11773	4.21232
830	17.7045	18.558	18.7603	18.7054
284129	2.33871	3.56634	6.71463	4.9765
6721	27.7489	53.2607	23.4831	37.8756
753	3.3945	1.3615	4.63511	6.26535
477	0.200356	0.842465	2.43136	2.0565
4537	7857.99	23187.1	11138.8	6052.98
80196	7.17217	8.22948	7.69006	9.1835
283489	5.67727	6.60717	5.23251	5.46672
23139	7.93556	11.0781	9.37055	11.7906
51384	0	0.039274	0	0
2882	11.5285	9.37765	12.6224	21.7258
4539	7908.52	11621.8	11452.1	9196.27
22887	6.35175	6.21608	7.72874	9.41727
84993	13.3385	13.6646	26.3552	26.7715
4215	5.93095	9.46473	15.1908	13.4392
5455	0.0258112	0.0242781	0.0728439	0.721776
57154	3.46806	3.04657	5.81339	6.1875
4538	6294.52	8837.64	11221.7	6570.94
56259	15.3764	29.0899	15.9191	17.6697
4535	6515.09	6260.55	12168.3	6250.19
6487	1.81599	3.40983	5.3712	3.6831
22873	0.278588	0.374449	1.74585	1.00118
24149	2.00418	2.6704	2.73687	3.13204
197370	35.5399	61.9958	29.2079	35.2782
27350	7.90017	12.4457	27.669	23.1488
4536	5878.57	7357.57	9260.48	4593.08
7052	35.2	28.918	19.8763	14.1702
1438	0.532123	0.0726577	0.499204	0.0720311
646567	91.6247	45.1775	32.7803	41.5675
3880	1502.47	617.163	627.383	669.93
4540	1385.81	3021.92	3024.88	1643.79
4512	10152.2	9160.07	13762.7	7638.43
9824	0.695587	1.48339	0.226183	0.388477
115701	0.509707	0.296703	0.0580125	0.0412505
4541	1908.06	4801.92	4864.36	2480.41
25829	0.116135	0.607226	0.277819	0.21502
10786	0	0	0	0
4513	7198.89	10197.6	8699.13	5554.06
916	7.39955	18.9042	5.23405	4.92746
4519	3965.04	6278.23	8909.46	4502.62
220992	1.67317	0.908599	0.969241	1.3678
4509	14379	15148.6	22019.3	14585.4
1291	159.272	97.1492	137.355	275.933
4508	11853.9	13722.8	16986	10708.8
4976	2.0831	1.33187	1.9135	1.84492
91603	4.89172	14.0851	12.2122	13.26
2305	1.41494	1.16463	0.0575064	0.133536
55605	1.6991	0.711938	0.134194	0.925531
22909	1.48369	1.4936	2.46207	2.97255
4514	15131.8	12326.2	18680.6	11692
51360	0.0728225	0.106013	0.0998933	0.139096
5673	0.00080458	0.0353036	0.0257541	0.025355
401993	0	0	0	0
84498	0.603324	0.634203	0.714396	0.713212
28514	2.40673	1.22638	6.05223	6.12909
55780	3.52546	1.36933	1.86526	2.602
54516	0.141357	1.44291	0.214405	0.281991
10981	15.0481	12.8186	9.71944	9.84228
257218	1.07224	2.17264	1.78722	2.32298
7957	1.00137	1.56055	1.42678	1.35936
7402	0.553257	0.9689	1.97354	1.50811
8676	3.35522	4.33904	4.75858	2.31072
83443	103.918	109.127	137.873	140.782
84946	5.7376	5.82617	9.56438	10.9852
8504	3.69919	2.76145	3.64649	3.73309
57211	0.269898	0.000879481	0.124237	0.445188
51534	4.00978	2.89282	3.26452	4.70447
10370	33.838	63.3478	64.2667	48.9266
51696	4.14857	6.53048	6.98474	6.94181
3459	33.5948	22.5804	27.1125	28.1161
4602	0.000657455	0.109845	0.0512623	0.000137373
10767	0.355615	0.304256	0.526198	0.48911
6943	0	0.00885681	0.0731994	0.048442
8876	0.555635	0.374036	0.188255	0.146286
8417	12.7583	23.8321	12.4617	17.1605
26002	2.31615	2.333	1.41053	1.54177
1490	81.2765	98.3474	140.158	127.09
5824	1.22932	5.63377	1.34002	1.62032
3765	0.0517267	0	0	0.00965381
3066	19.3835	19.696	22.7727	25.4485
4082	32.0161	24.6151	22.4669	25.3681
64376	1.50622	3.63099	3.74401	3.38234
118672	0.352502	0.311749	0.0929677	0.624285
2539	0.465412	1.10878	0.112226	0.264994
8771	2.73904	9.12457	5.3778	2.51978
50861	9.53615	136.326	32.8578	52.2413
26205	5.18495	3.33653	5.29301	8.31399
79025	1.20457	0.487932	0.968417	0.270454
79144	4.24089	5.01677	5.62499	7.00767
81621	4.02455	1.12032	2.2918	2.59318
79955	0.192692	0.432059	0.30482	0.122245
84445	0.240279	0.234725	0.660464	0.566639
10838	0.0358953	0.0415838	0.0783967	0.124167
55738	20.0785	10.3349	11.9121	13.8577
128414	0	0	0	0.252458
25956	0.159882	0.192393	0.443757	0.386505
63910	0.877517	0.854532	0.645847	0.000525998
6319	247.544	54.4478	19.2797	13.151
282991	10.8507	10.4629	9.28037	10.8369
1147	3.39777	4.57467	3.28906	3.56682
1244	0.607665	0.0451313	0.0827949	0.10026
51076	7.33788	5.88539	7.40779	5.3555
57579	0.376438	0.52297	0.692249	0.788335
57089	3.64785	2.29925	0.986768	2.21731
81894	10.9094	12.2077	18.2136	14.1841
2805	19.4473	11.506	8.53131	8.47314
60495	0.591021	0.0204389	3.07284	4.49799
84795	2.65081	3.47832	9.765	10.3738
55788	10.5486	18.0638	19.4566	17.5678
8915	6.07687	3.95903	5.72055	6.65508
577	0	0.0198249	0.155788	0.176905
401647	0.939684	6.27698	1.32436	3.07743
255231	0.407514	0.401662	0.212812	0.189367
60370	5.55491	6.17063	11.2254	7.18065
1486	9.93247	5.07647	2.27927	4.28522
55361	8.25658	7.50661	7.33392	9.78932
112817	0	0	0	0.385957
2787	237.292	116.65	121.994	113.164
7803	1.39074	0.954224	0.736527	2.99047
80135	17.0824	17.1367	18.2078	18.7357
26287	0.103358	0.0958601	0.459193	0.104703
51557	0.0241192	0	0	0
58511	1.42669	0.394235	0	0
80019	17.3933	7.843	15.7866	19.113
148418	0.447567	1.28678	0.366261	1.27453
5567	0.141359	0.109191	0.159899	0.9962
9532	2.10512	1.34908	2.93156	3.87501
26036	1.9811	2.82737	3.13122	2.51237
57691	0.823698	1.12005	1.08541	1.29812
2719	8.14894	1.32252	23.2517	12.5913
2239	3.31292	2.99098	2.44994	1.96082
90161	1.64476	1.47318	0.110144	1.17716
3062	0	0	0.0245578	0.0241929
51013	0.00437865	2.71388	3.53432	0.136467
55227	10.4891	6.40305	4.24164	4.68289
401265	0.438459	0.0196333	0.216311	0.165704
2941	0.00122492	0.00166608	0.0141268	0.00106083
23223	5.88503	4.34346	4.47694	6.48932
23401	7.85365	6.9393	5.72831	8.82114
10023	2.58379	3.55998	3.06319	3.26701
114327	1.73136	2.50313	2.54333	2.67856
84458	0.546579	0.730205	0.682231	0.496312
5314	0.0150752	0.00474247	0.0259603	0.0890663
56889	24.1259	20.1664	15.5942	19.7575
1791	0	0	0.0451142	0
953	5.61219	5.80375	4.30715	9.73874
5832	2.37706	3.53051	2.73266	4.37343
3070	0.263707	0.537915	0.281287	0.309479
9481	0.0247757	0.0563471	0.75939	0.628177
64318	2.7099	2.05987	2.69455	3.2068
51196	0.214821	0.472253	0.867977	0.500945
64975	44.4228	61.4719	37.0248	45.6304
375775	0.016509	0.520843	0.22021	0.422494
8464	0.209311	0.879871	1.76118	1.41089
4116	8.84349	10.2851	12.2342	6.98292
988	4.24972	4.5497	5.9979	6.29799
1376	8.6273	3.22674	5.21845	6.18376
6512	0	0	0.0750722	0
6342	48.805	3.64323	4.20928	3.15671
440590	0.449408	0.585858	0.163821	0.432202
389816	21.5716	7.46638	2.07735	6.95788
112970	3.89503	3.24554	5.28578	4.41495
5730	11.9429	66.4524	194.344	392.922
51060	21.53	12.0711	14.6372	17.5819
80351	6.88339	9.42816	5.68067	8.63317
286256	0	0	0	0.00749178
733	0	0	0.202059	0
5865	7.74254	0.119764	0.580891	0.294513
2060	0.038867	0.0623732	0.0870595	0.0696538
8022	0	0.036605	0	0
10422	9.45584	15.8068	20.4446	19.6946
1031	0.105783	1.82313	20.3084	10.836
29991	0.104387	0.209388	0.0972619	0.604235
11124	7.91607	6.66847	8.72466	10.9908
79656	1.40338	0.379703	2.49828	2.92581
54558	0.8495	0.185024	0.000816733	0.400136
388630	0.217852	0.29688	4.82379	3.13434
51727	5.91478	0.279734	1.28412	3.48039
6886	0.10147	0.346909	1.76687	0.709098
284541	0.125128	0.0167157	0	0.050034
260293	4.21681	13.8123	3.6325	2.57201
57559	0.848058	1.69196	2.32141	1.63484
118932	2.0544	2.79208	0.555857	0.487052
9813	16.5068	14.1044	23.1178	21.6604
64756	2.35951	1.1764	3.13594	3.4131
57580	8.54558	10.4827	13.4951	30.0938
5728	6.13	5.97012	7.37433	10.0419
8438	0.43045	0.470019	0.0940136	0.133082
541468	0.3377	0.383331	2.7037	1.70704
55624	20.3328	18.793	23.5313	28.7725
9562	4.62279	5.48041	4.23997	6.13132
10103	82.8095	70.8579	7.00698	7.68054
64928	27.0082	33.1554	32.4868	29.9591
6838	9.48044	11.28	18.5996	24.537
51249	4.41464	2.90408	5.88241	5.8628
29989	0	0	1.80246	4.23557
26301	0.309841	0.438021	2.09018	0.807164
5900	5.63263	14.8662	20.1613	18.45
7422	6.87979	12.1048	2.71154	3.67729
10420	2.3622	4.9377	5.25892	4.2628
114034	2.79232	2.12333	4.28426	3.33556
112858	0.351603	0.682129	0.664778	0.875472
55168	11.1854	8.64674	5.94105	9.10359
221421	1.50829	2.23833	2.75333	1.94412
9587	10.2005	15.5605	11.9841	9.7377
79654	23.8107	12.0452	13.8419	17.9678
8643	0.214219	0.392723	3.48621	3.94084
1263	4.70807	4.68272	12.9643	10.7663
266675	0.045618	0.170305	0.151226	0.149133
94163	200.287	260.451	829.955	797.232
11004	0.177233	0.59952	0.0951811	0.293862
79639	8.87461	5.2545	12.1366	7.552
5429	3.16922	4.49414	3.06561	4.13078
79033	10.2192	8.58621	10.4825	15.1166
958	5.64942	13.3575	10.6911	8.65704
6441	0.443825	0.310671	0.615902	0.792491
128209	0.0163855	0.0264889	0.0155005	0.0131876
6536	7.52042	6.07587	5.75171	4.92679
219654	9.18326	7.02634	25.8329	33.5535
9670	12.0416	11.5072	8.57214	11.4957
11128	4.14256	2.8763	3.20706	3.89975
9682	8.29513	12.1212	6.8329	10.8779
25844	87.1627	82.0984	94.3739	101.02
81888	6.50764	9.93908	0.267356	4.80197
23334	0.691008	0.844196	2.15301	1.41572
93643	0.187113	0.364877	1.26224	1.03904
64834	60.5348	57.0042	39.4386	44.533
4352	0.072413	0	0.160123	0.135288
7075	5.53428	6.57117	18.1652	16.1289
149465	0.15228	0.162177	0.0749364	0.170518
6513	19.4455	28.1593	7.75882	9.139
51058	2.06356	0.558182	1.87653	0.952954
374969	5.16681	8.93571	14.2061	10.2054
100129924	7.17065	8.76076	7.40383	9.53311
89845	3.42677	2.74494	3.54079	3.81571
149461	0.0308895	0	1.77086	3.64089
79717	12.041	11.5836	6.2607	14.6103
84217	1.06703	1.60564	1.42272	1.05395
59269	1.66039	1.34362	1.35026	0.775991
1907	2.52214	0.349491	1.11915	0.393215
1503	2.96521	6.67833	2.32913	3.59278
163732	2.47916	7.248	40.6991	59.5112
9783	0.523454	0.676917	2.86109	2.48587
127396	0.0828236	0.170075	0.303195	0.0623655
339559	0.735419	1.06784	0.997995	1.10265
64744	12.9023	32.0302	11.9376	15.4514
1298	2.42804	1.53432	7.57632	9.17965
10269	13.1682	10.1562	6.98535	7.92059
27232	23.0793	0.751111	2.10407	1.33831
10695	30.7823	24.9401	29.8328	32.737
6903	10.9654	13.7767	17.527	17.0708
54209	44.1179	28.4179	8.53043	12.4212
340205	0.442086	0.144733	0.339384	0.124082
5230	28.6632	22.1881	8.16381	8.11109
546	7.31937	6.76698	8.67133	10.396
58490	9.62466	15.3322	6.03659	6.47256
54575	0.0510535	0	0.0213838	0
