ID	S1G	S2G	T1G	T2G
27327	3.74324	4.48659	5.49522	5.7513
26153	0.881442	0.753555	6.22243	5.51679
79541	0.20246	0.0180534	1.17689	1.14277
55588	14.6396	20.6021	24.2125	26.0732
23047	1.94202	2.95848	3.02987	3.19855
84461	0.965636	0.809792	2.04151	2.43371
84173	0.00226719	0.324064	0.0802454	0.95066
80169	0.683371	2.81312	2.95528	2.64755
26820	1.91203	4.96055	4.97589	5.47176
54946	4.79191	3.45152	1.70629	4.47228
55929	6.37676	5.30426	16.635	16.1966
55135	0.21173	0.0824234	0.23986	0.23778
51807	1.31256	0.713367	1.20018	1.59353
54512	41.9377	29.3914	33.5159	36.5915
221400	0.00859245	0.0114474	0.107158	0.0604517
113178	15.7761	20.7648	30.6461	38.6462
727866	0.773523	0.79677	0.87492	0.816172
222484	6.34695	4.78138	2.51482	3.35322
6560	7.71433	4.97351	13.7358	13.8961
81392	0	0.094005	0	0.143573
80204	4.94155	5.06132	0.000904963	3.87408
23625	1.91277	2.50579	1.95133	1.56959
57491	0.0686969	0.663959	0.248619	0.437444
811	361.59	319.152	225.373	285.93
6844	11.1195	32.9741	90.3943	62.374
387856	0.312307	0.273748	1.34778	1.51286
7266	0.559443	2.71993	4.85208	1.33727
2885	5.11943	4.83477	0.375974	0.188486
53832	0.445809	2.42348	2.39702	1.52954
150962	1.23832	0.532474	0.612816	0.549824
51231	7.33581	7.63809	7.87678	7.35376
1176	20.2281	11.349	14.2783	17.1288
5886	25.8474	44.8274	50.1919	43.7536
64837	2.33187	2.24783	2.05314	0.713557
90480	94.9183	105.423	132.84	113.396
112869	14.9404	24.0837	27.7815	25.6535
4482	8.389	3.67174	6.9315	9.67735
3899	1.75525	3.95705	2.77554	3.419
65258	0.48333	0.257976	0.000210748	0.171452
5414	0.194013	0.773802	0.969778	0.045643
85406	13.3466	6.82777	9.74076	10.1302
5187	3.62925	6.45087	9.13999	22.3206
2139	0.470647	0.242108	7.64614	6.4766
6517	0.0682189	0.353255	1.74651	0.573879
348654	0.771484	0.448641	0.152374	0.320894
197322	1.75051	0.625787	0.92686	0.642078
83707	16.3303	14.086	10.2547	16.6096
5827	5.6492	5.79124	8.13706	8.33167
51715	2.69233	3.50072	2.05187	4.58537
57610	4.25951	4.39792	6.37573	5.68535
64951	111.592	64.2575	94.4433	65.6632
83786	8.98133	7.82842	10.0588	12.8785
23786	4.78433	3.98689	6.68955	7.54426
56984	10.1509	7.57669	5.71608	8.81033
150696	22.3912	24.847	14.1855	13.3196
27036	2.85872	2.08866	0.415369	0.633402
245937	0	0	5.19022	0
140461	8.31268	9.86799	11.1287	11.9992
84617	19.024	14.6853	46.7298	43.5244
344148	0.915006	0.21839	0.911073	1.38318
3032	38.7271	45.3604	34.9916	37.2118
9400	1.73035	1.83728	3.44276	4.71211
391196	0	0	0.0535141	0
54862	15.5243	10.7032	15.8205	22.2073
3927	67.9737	71.7769	49.8273	71.5166
391195	0	0	0	0.0481652
165918	4.06294	6.19301	5.15883	4.98102
7334	9.64524	8.05106	7.85128	7.60866
8525	0.459529	1.43678	1.29156	1.3627
4642	22.2271	27.1973	14.3795	18.5891
219285	1.70747	3.03926	1.58267	1.83271
170572	0	0	0.135105	0.0265965
200539	0.24491	0.288755	0.000124748	0.78464
147138	2.23287	3.20184	3.26826	2.46037
64787	18.9834	5.25992	26.0888	22.3753
79929	0.154067	1.19725	0.354275	1.49172
27086	0.399904	0.117072	0.134254	0.572654
285237	3.25864	5.45021	3.99815	3.49297
1537	77.2491	69.1906	51.7432	64.0116
788	8.71651	4.2186	7.0048	6.51776
55191	7.32887	14.4453	8.117	9.20139
22877	7.96027	5.00464	10.3212	12.1972
55175	0.919506	1.71976	1.66675	2.64742
85302	0.18239	0.00012352	0.578582	1.43528
55254	3.68396	3.56237	4.57539	5.76791
79077	35.2308	36.6805	27.5095	31.6408
51333	0.770388	0.920377	0.422413	0.55964
57633	2.86213	0.277367	3.5749	4.09977
55214	1.17182	0.835997	2.755	5.85621
166012	2.16589	0.696844	0.507002	0.42443
9263	4.20272	4.25688	3.74191	3.31694
23765	4.63521	5.19486	4.95165	4.40563
63893	3.47181	3.23448	3.81314	6.18637
387914	1.88833	15.6859	19.456	1.51506
23266	0.289118	0.694447	0.0579186	1.51053
27132	1.20331	0.538898	0.523224	0.909988
8844	0.536837	0.219242	1.49822	0.947166
101060526	17.2794	20.5351	16.1426	26.1877
3355	0.144105	0.297231	0.244835	0.28248
5315	9.06764	9.95231	6.53853	7.43274
124590	0	0.0460619	0	0.0801501
5930	4.47213	4.29868	8.10525	6.44994
220972	1.08028	1.63896	3.52221	2.53562
347862	7.93916	11.3939	12.12	14.9872
57674	0.637863	1.24011	0.630207	0.72336
148932	4.44519	4.06696	14.2326	10.6946
54714	0.0197891	0.000137463	0	0.00923284
10808	47.4565	17.2193	9.1515	15.863
197407	4.51445	4.89515	4.80252	5.10913
84126	3.00187	2.89845	0.9675	2.90345
79751	5.41323	8.73947	6.89053	9.69088
79447	21.3521	18.3911	24.5856	24.2642
8706	0.602914	4.31028	0.797716	2.18068
1149	0.333319	0.0646242	6.18684	1.95026
23539	0.26744	0.154979	0.408632	0.904032
196527	8.74908	6.77237	13.8491	12.6833
5426	1.61569	1.45564	3.01353	3.92461
55690	23.5169	21.3394	26.8675	31.1219
1728	0.00059412	7.33449	1.03681	0.000740549
10938	11.8779	7.51662	8.36427	8.54929
246330	3.06219	3.22121	6.04177	6.61359
9370	0.404107	0.30976	10.682	3.3415
80117	0.160585	0	0	0
84901	4.81672	5.21689	5.32532	5.90497
1153	21.1871	39.332	36.0413	42.099
6936	1.5389	1.48773	1.83096	2.52653
22875	0.764068	1.53193	3.10407	2.23328
619565	1378.65	1860.1	2839.53	2586.37
26061	1.18772	2.29433	2.61526	1.6021
160335	1.66779	1.61366	2.33617	2.75652
7756	14.6422	22.5414	14.3401	17.4616
113457	1.56041	0.069613	0.0904467	0.175695
22916	10.2801	17.91	12.7919	16.0104
10458	2.05972	3.17556	1.74965	5.29636
162963	0.991511	0.170016	0.348691	0.743977
26168	8.20537	6.49033	20.0967	21.321
4904	284.887	229.696	292.556	342.68
1731	0.00576817	5.61578	0.00475195	0.00720187
27181	2.83354	2.13898	0.558529	0.397013
143570	0.765121	1.4207	0.106303	0.604204
3338	6.53641	7.60674	14.9834	17.9758
60681	30.2572	21.9914	42.1969	56.6263
9807	9.23643	12.2099	16.293	16.609
6932	0.415803	0.0112229	0.90091	1.69784
57513	4.76695	6.02752	20.0782	18.0663
124842	0.111002	0.30523	0.157619	0.330591
374907	1.70655	12.6123	4.54348	3.07279
6563	0.0153888	0.384552	0.201728	0.725032
79915	0.188674	0.362269	0.264799	0.416675
977	101.659	47.7173	99.7528	95.2137
5441	330.524	353.249	223.299	195.98
5518	40.9699	32.6703	22.0853	32.2334
2274	3.50998	1.58731	11.4349	10.7578
162962	2.42682	1.51458	1.69973	1.44166
8630	2.36606	1.78797	0.674094	0.613183
54913	5.228	1.50127	2.81091	2.58737
8636	44.7783	63.4662	55.6755	60.5093
11284	7.79569	5.72978	8.7392	6.13261
9377	22.6649	31.1972	1.95533	6.16442
8411	3.03625	2.0368	3.93808	3.70726
29946	10.393	16.0511	13.3706	9.83265
84232	71.8108	82.7545	106.781	103.362
10992	43.0139	51.425	61.4805	67.8325
4327	2.44594	1.72046	1.32116	4.03907
25970	0.0538471	0.182067	0.392112	0.802516
100653515	0.0445313	0.0623613	0.231928	0.0415927
23512	2.71123	6.42822	3.56963	3.53288
390067	0	0	0	0
341416	0	0	0.059136	0
10802	1.99175	0.219468	0.802596	2.30891
8774	3.70884	3.64733	5.39885	3.94947
11322	5.3056	3.65306	3.45372	2.34663
2302	0	0.0159706	0.402979	0.175194
6210	18.0142	19.0714	23.6762	23.9445
2814	0.0249781	0.1179	0.0354234	0.105163
9149	1.73419	10.5011	4.19244	6.59214
2828	2.47284	3.90008	3.39148	3.05509
5530	3.89547	4.61886	5.11336	6.17892
113829	32.7462	26.84	37.8362	40.866
126069	0.23609	0.323562	0.434552	0.726418
55362	15.385	16.926	7.18552	8.96545
53842	0.177541	0.0157815	0	0.0490495
51268	1.43394	0.406844	0.278391	0.414437
7182	1.982	1.00348	0.00239455	1.83227
8877	2.9474	1.49947	0.430345	1.7673
126129	0.41981	0.517449	1.15323	0.000248921
9110	3.10098	5.17771	4.64537	5.37657
205564	2.30166	3.26639	3.25284	3.32082
55076	5.28556	14.4273	3.74857	2.60365
66005	0.00943461	0.0559583	0.0271479	0.362153
10988	3.47948	2.35643	5.47057	4.9904
158506	0	0.0304555	0	0
10713	11.2167	12.2944	12.2138	12.8989
83787	0.837098	2.61953	2.11882	2.19287
124535	0	0.00991334	0.0198879	0
25839	8.82904	14.1609	11.7472	10.1196
2997	21.6439	8.89368	12.6959	16.4181
8522	0.00152786	0.000283204	3.44165	6.62017
23020	24.5703	19.8746	19.6281	33.2803
100507440	2.61203	0.65747	0.56973	1.49675
29882	7.61226	7.52568	13.1283	13.2286
100302143	34.6445	57.4108	91.8886	95.5996
9622	0.995752	0.572444	1.51623	0.850975
55201	11.1334	15.0737	23.5564	26.465
23268	2.03475	2.17735	2.88678	4.12122
55258	2.72866	3.086	3.03904	3.71433
79369	0.0445032	0.0356459	0	0
157	1.11268	2.33707	1.83449	2.73504
10139	18.2666	15.3726	23.0339	22.806
51379	3.265	3.25019	3.69181	4.51969
7586	5.46674	10.5288	11.3408	11.6013
123879	1.51803	1.24377	2.15008	2.44632
9718	7.21204	3.603	2.0322	3.14934
66002	2.44911	0.355884	0.567181	0.717034
930	0.0731843	0.614637	0.13699	0.230022
5635	5.96387	7.50794	12.0373	10.4855
84282	8.22889	8.26407	8.12446	6.33673
6330	0.233334	0.485864	7.17724	6.70194
200407	0.0171592	0.319256	0	0
9063	1.43686	0.975661	0.881253	0.556843
57048	17.0632	10.5	24.9385	34.1533
26471	288.414	390.995	279.322	235.741
84705	0.84728	2.69252	1.6254	1.69582
4928	8.08859	4.94915	8.63724	9.3726
57409	9.2451	9.71851	13.8704	13.4314
3257	7.29127	7.07263	10.7347	16.5296
5756	17.548	13.1702	12.9138	15.9289
79643	9.41311	8.9142	20.8203	17.2671
26088	4.75508	6.35553	7.66874	7.7554
11273	0.80178	1.20711	2.61128	0.638649
54461	51.4869	37.8118	55.89	55.2348
54471	3.66329	4.78321	5.35601	5.2671
255758	15.022	7.58623	5.80499	10.3973
23241	6.99099	8.24471	12.7905	13.0089
273	0.0295081	0.474379	1.65233	1.18374
55164	5.38866	3.72505	3.96356	4.14793
4302	10.3069	10.5009	32.5889	28.7147
84440	2.39661	9.99945	2.61413	2.55339
51666	0.0113535	0	0.0647364	0.0635707
56475	0	0.0314388	0.0322415	0.475157
9921	16.0292	16.0603	11.2901	12.8654
354	0.268947	0	2.31267	0.00329736
3146	132.096	156.847	114.709	124.103
90288	0.295331	0.272952	0.226587	0.179443
727957	0.00869326	2.62373	2.90633	1.60574
8225	2.42149	1.19142	5.51471	7.78638
146722	1.85972	2.02417	0.284443	0.308607
22955	2.52071	1.20162	6.89305	5.06636
11011	0.203042	0.846233	0.304675	0.219419
126272	0.258679	0.74536	1.33284	0.92677
6448	7.75939	6.34734	13.8332	14.8187
51193	1.25144	2.10283	1.20997	1.56114
201965	4.18256	5.05254	3.56606	4.34312
78987	1.41646	1.64086	2.32535	2.01682
151188	3.39534	3.83205	4.26694	5.27829
57560	0.161265	0.753978	0.388753	0.499275
401097	0.929358	1.42787	0.265159	1.03143
84002	0.593563	0.319528	1.4609	0.629895
9500	119.729	24.4534	26.5064	59.2259
114971	8.51247	10.05	16.4478	11.3202
3615	107.469	58.9563	138.862	201.03
85460	12.4338	0.832193	1.09999	2.07704
23660	0.789883	0.356818	1.41018	0.610207
23527	4.31699	4.78049	3.77408	4.77766
50717	3.1348	6.03728	3.71354	6.18819
131566	1.27385	2.11625	3.25866	4.90106
6794	6.99133	12.5238	16.8437	21.2391
25915	36.382	63.2838	58.9226	43.6958
116138	40.8522	47.4617	59.1729	84.2594
5062	11.4196	13.2578	8.11578	10.2633
256472	0	4.47675	0.0500472	0
64210	0.0837518	0.225179	0.538906	0.783902
5771	8.47519	7.65052	11.0694	12.7702
402569	0.362813	0	0	0
90135	15.8949	16.7843	23.8694	26.4057
863	3.90282	3.46118	2.33664	2.41477
283991	13.0465	28.7617	26.8479	20.1277
10766	13.7507	12.073	21.1251	23.7598
63891	6.63779	6.68642	5.51815	7.2165
153579	0.0404605	0.65697	11.1842	4.93402
84851	0.883985	0.876363	1.53779	1.14792
203068	294.459	222.263	239.085	327.492
125061	10.4047	4.18241	2.30872	5.06992
9543	0.00958315	1.69004	1.2277	0.0983626
146723	0.25843	0.0171759	0.0521442	0.0171457
80311	0.59748	0.600418	1.18752	1.24003
342357	0.721887	1.15608	0.543131	0.797539
8519	93.2672	0.00500032	16.586	52.094
114625	0.0763732	0.0576683	0.318188	0.419512
5261	9.10964	6.36996	3.97883	4.25038
339221	0.0228609	0	0	0
391356	21.3828	18.831	21.7426	31.2457
6500	381.353	383.271	309.077	290.187
5504	6.77714	10.2773	7.49821	7.81505
375387	3.47288	3.25745	4.65028	6.08592
343563	0	0	0	0
83882	1.04053	0.67989	1.2905	1.4123
51447	16.2046	28.7117	24.363	24.0864
100287515	0.695698	0.594912	2.09728	1.66528
51547	5.47322	7.56693	7.67024	9.37549
493753	4.22295	9.11339	7.86579	7.34494
5527	1.82904	3.62995	4.80668	3.95499
79345	0	0	0.0509134	0
5074	4.73749	2.96805	4.52462	3.89799
84619	0.530036	0.356639	1.50057	1.27723
8811	0.223467	0	0.0709752	0.0696538
10801	1.1059	1.70246	6.65064	7.3594
9146	20.8091	13.6337	27.5507	30.5395
1397	20.2357	15.1135	21.5907	10.6551
116447	8.09206	12.2994	17.3046	15.2912
2863	3.53479	1.51674	1.82289	1.56821
84193	2.28181	0.720806	1.47292	0.565214
9124	158.551	31.9208	182.085	121.174
283897	1.45035	2.60056	5.07295	3.55174
113179	7.06228	1.84975	2.80634	5.63668
5670	0	0.0713873	0	0
53820	0.311768	0.332257	0.0820879	0.162051
706	0.175973	0.164352	0.000351054	0.569005
55670	6.00964	6.52196	6.92917	7.76924
131583	3.18038	3.08786	18.7528	14.3042
9121	3.72553	1.59274	3.91387	2.93547
29933	1.09543	0.623924	0.2552	0.60065
162387	0	0.0964398	0.449275	1.13736
5831	27.3626	8.65949	5.14767	22.4189
81532	2.10847	1.58742	4.40084	1.00852
338707	0.343514	8.31447	3.95627	5.6111
10572	44.542	79.1337	145.158	116.897
23518	0.506518	0.900189	0.27459	0.892674
84876	15.741	6.9235	19.7986	18.7394
51286	0.0350703	0.191808	0.08395	0.192741
90317	0.671559	0.239256	0.292876	0.569811
348235	2.38065	8.56351	4.73531	3.55316
79943	2.72518	1.89492	3.08853	3.48481
89782	0.843825	1.11947	0.826698	0.902422
1396	1.07081	3.8192	2.89704	2.27038
10231	0.617333	1.5045	0.17813	1.36682
1107	0.195591	0.736286	0.000189659	0.000154699
283820	16.0248	24.6853	9.77641	8.44083
79050	8.82575	6.84477	10.7184	12.235
3047	0	0.0167363	0	0.0647194
255275	0	0	0.0571202	0
5915	0.491871	1.02315	2.21494	2.71858
286128	2.1181	1.64426	2.69236	2.71671
147719	0.138823	0	0	0
10871	1.98981	1.47396	0.651453	1.12819
340061	5.92187	15.2392	12.0895	10.8756
337976	1.1981	0	0	0
338328	1.14771	0.677507	19.4122	12.8223
9021	8.89564	9.72296	47.785	20.0945
122622	3.46685	3.61228	2.04727	3.18827
55803	8.1667	6.17696	3.55099	5.02209
9223	1.48518	3.98457	5.24869	5.0892
2124	8.64738	13.2498	3.89067	4.32919
8558	0.136452	0.0441809	0.122856	0.068955
3563	1.8383	4.46654	6.79327	4.86246
55666	14.4747	14.934	16.2419	17.3975
5155	6.29409	23.7787	9.69897	10.2474
129804	0.917086	1.70431	14.2311	13.7384
10189	0.000635464	0.000605068	0.000582835	0.000635451
9988	1.31785	2.05813	2.73007	2.30222
430	19.9791	1.45794	0.802568	0.57506
9112	4.16288	0.655235	5.4869	6.53526
5813	11.0314	9.70526	22.7713	18.3119
10320	0.748261	0.719461	0.423948	0.246806
389084	1.11468	0	72.4633	39.7911
23275	0.468404	0.609653	0.513598	0.912566
285989	0.533963	0.185245	0.610069	1.1142
375287	1.60102	1.53909	3.04953	3.33143
150165	0.0286038	0	0	0.0267293
8214	17.5193	12.8763	16.3724	27.2008
10293	1.56816	0.954103	1.16932	1.60794
5034	217.432	130.182	77.6299	127.581
54677	6.08054	1.14552	3.53621	3.97965
11187	37.758	17.5306	14.8667	18.4311
8624	0.804679	0.528035	0.475979	0.0816524
1850	2.98161	1.90459	7.24369	5.83942
339983	0.0420383	0.728654	3.42322	2.80377
8663	34.8726	31.2479	15.4619	36.1024
55328	0.820072	2.62296	2.15319	2.35958
3714	1.51324	4.77282	4.5661	5.56044
2512	6103.38	4421.85	2288.36	2188.88
340146	0.135646	0.0362386	0.146625	0.0180953
1606	0.843704	2.2285	1.08825	0.573405
71	822.314	1022.42	997.359	886.795
23265	5.66118	4.30162	13.6618	17.4118
54093	1.79625	0.846956	1.05924	0.91517
161	5.93197	0.921073	1.60946	9.50045
126567	0.0429696	1.9741	0.486687	0.735343
56160	6.79402	7.98128	14.1865	14.0967
386746	0.0686861	0	0	0
3987	8.87257	4.44461	1.86932	2.60147
344018	0	0	0.268901	0
55794	4.10176	4.468	5.76614	5.0748
30834	3.30056	4.25505	6.7551	6.20314
124637	2.05065	2.48339	7.42249	7.23443
8398	1.79283	2.01486	1.65352	1.50539
23762	0.324947	2.19634	0.729251	1.39426
348793	2.16649	1.83935	1.9872	1.84885
440097	0.0159423	0	0.135516	0.669739
646625	0	0	0	0
59307	8.96139	27.7852	12.7571	8.48225
200942	12.6287	10.3731	18.5299	18.499
338440	1.94929	1.47681	0.965608	1.13316
57649	9.22103	5.80266	8.32256	9.17616
8738	9.96313	4.00645	10.1141	9.54295
5583	8.08407	4.63412	12.5309	9.63146
7127	2.88911	3.7639	14.8655	6.58327
23467	5.13091	6.67699	4.83757	3.83965
286262	4.96014	6.21535	4.39213	5.9192
151649	0	0	0	0.0285193
25987	88.394	12.3853	27.5246	39.4975
6525	8.64383	6.75686	25.7687	28.6969
80213	5.01225	3.85323	6.08713	4.87674
283989	5.22654	7.08053	7.50567	10.0648
54014	1.52714	1.3136	1.05919	1.15546
113146	1.00715	0.000204898	0.930945	2.11323
492311	3.66783	3.66965	5.38626	6.45631
100302736	1.31331	0.751686	0.000182618	1.42407
389119	2.82096	4.00798	7.24928	10.2152
256933	0.0958864	0.354225	0.823528	0.72897
84864	0.336781	0.293354	0.849442	0.258838
400629	0	0.0454011	0	0.0454792
9582	3.74021	0.189755	0.755143	0.829089
100847079	10.4896	9.69411	14.739	13.9768
1201	0.882424	0.0202671	0.45444	0.00469116
10188	3.77426	9.56524	6.44279	5.59784
130502	1.83798	0.353652	5.0578	3.52225
6182	42.185	43.0914	52.2575	57.677
7054	0.0642487	0.0596666	0.152721	0.150137
83259	0.0228028	0.0137959	0.0665885	0.0227627
147040	5.79576	3.351	8.70774	8.8045
8971	34.5608	80.0579	51.0049	35.6589
84316	11.0292	15.199	33.1524	24.4845
55288	1.46598	6.43843	3.7817	3.44273
401190	0.0334897	0.0974539	0.0630491	0.254612
5625	0.00134984	0.000128613	1.67192	1.53589
2774	0.390118	0.210142	1.69858	1.20143
284827	0	0	0.10971	0
84871	0.124211	0.0480646	0	0.00681174
23180	7.06865	13.2786	11.7637	9.95995
8541	0.949891	1.69649	0.0511994	0.609392
199974	1.29439	0.446307	0.929261	1.29162
83902	0.081998	0	0	0
7568	0.321972	0.793801	0.683605	0.394583
3840	5.66183	5.64997	5.21144	5.84852
345079	0.625122	0.0571528	1.62679	1.5087
196528	1.3525	0.699145	0.877844	1.18031
81786	0.252827	0.365196	0.375469	0.055662
10057	1.37552	14.7905	2.52817	2.51414
57178	21.7377	28.5768	24.9874	28.0787
81565	8.6426	9.10728	15.0544	13.3634
101059984	0.855259	1.10569	0.844852	1.56228
3831	0.341919	1.62919	2.28879	2.2099
2938	0	0.243965	4.30039	3.45842
207063	10.1605	7.44421	5.33668	5.81095
91582	67.6832	50.9652	82.1893	76.1059
150290	0.108869	0.471955	0.638133	0.228122
60684	5.23208	4.79945	4.06554	5.14159
2306	0.0366213	0.268401	0.293183	0.350245
84842	14.4023	0.0493221	0.778527	1.16258
5223	59.0417	69.2021	45.1069	50.6099
5641	107.725	74.9892	31.4454	59.4125
26539	0.192503	0	0	0.0450395
83937	1.05904	0.567777	0.630498	0.433871
284361	35.1268	35.7904	33.7305	47.31
341567	0	0	0	0.0370292
349667	2.22647	2.19245	3.77491	2.44409
23481	0.423186	0.20925	0.0111851	0.279453
93550	0	0.000604523	0.0240213	0.0235953
91833	0.988481	2.28411	3.5965	2.57632
3043	22.0167	50.0698	32.2366	184.546
10810	1.29584	0.166614	0.850211	1.15784
54542	0.0639504	0.116412	0.0943923	0.05707
348303	0.0141608	0	0	0.0450673
54868	0.961424	1.73426	0.575536	1.14164
93974	299.898	253.21	245.193	236.458
81502	4.44958	4.79058	1.19462	2.25771
147645	1.42034	0.042412	0.0253581	0.420773
4862	1.48019	5.45641	1.53902	3.1574
53335	0.0705272	0.106477	0.485182	1.24178
6799	1.73748	1.02684	0.467009	1.20455
23112	2.14231	1.83479	3.11068	3.67229
55166	1.44823	2.04796	1.98253	1.37927
23580	17.7707	24.7036	52.4312	65.8757
2887	2.75766	0.294873	1.80808	2.14165
123283	2.06691	3.44907	2.03026	1.77706
5017	0.787813	7.52826	1.24954	1.24618
162989	16.573	17.9586	7.8493	8.61512
55205	0.986212	1.14622	1.03078	1.63291
55665	0.0753447	0.0716514	0.236513	0.159927
84333	1.76464	1.46646	4.01056	3.8631
84324	43.4358	17.7663	19.6682	25.5823
25788	0.556396	0.719262	0.277377	0.416416
55038	3.47084	3.18078	5.63548	5.60867
6645	2.17155	2.72038	4.44684	4.20459
9843	2.36825	2.03408	3.49146	5.3628
10011	11.0447	11.0842	5.29439	4.75088
79364	1.31282	1.5474	1.82512	2.92441
100861540	0	0.0222349	0.0225865	0
1576	0	0	0	0.0401852
23597	8.35329	4.88005	3.27268	3.42084
2686	2.66018	21.1303	12.2939	12.8324
677	0.260008	0.358598	0.981047	0.610153
1984	4.55002	20.957	73.5669	96.1749
79157	1.96216	1.90944	4.07587	2.40419
2042	0.869404	3.99003	0.650528	0.481764
57104	30.2063	31.8703	78.0086	65.5435
79621	4.08372	10.8601	4.14225	4.74027
3141	9.65372	3.95164	3.33394	3.35466
116987	3.23007	4.8152	5.19255	4.08863
140823	14.7692	9.12655	4.95826	6.37373
115286	1.65379	5.16878	3.4562	4.88154
23616	1.55247	1.16913	0.804827	2.8096
9672	16.6956	12.0699	28.5741	53.2503
63924	0.0295039	0.389093	16.285	6.1691
81544	1.84169	1.56642	2.69705	4.20929
3048	0	0.142856	0	0.694816
90627	2.69164	2.04467	3.01808	3.80334
10650	0.558601	0.998689	0.525592	0.190413
101060261	9.08016	2.99604	2.32346	1.42257
100616358	24.2193	21.9631	34.405	49.949
9547	0.577371	0.17338	1.32343	3.17831
56910	25.5062	31.663	25.2856	26.6229
468	1.45103	1.95006	6.16496	2.95342
6396	1.4134	1.44241	2.98372	2.2215
5889	5.47884	5.95782	4.93076	3.1792
83714	0.297988	1.31557	4.93136	6.55594
135	1.15985	2.73004	2.04798	1.68979
171568	5.84583	1.58809	1.37978	2.68511
11335	2.88623	1.9076	2.78566	2.70401
9138	1.18424	1.07764	3.30611	2.95215
219541	0.212253	0.337285	0.691965	0.245085
84124	4.26168	4.95444	7.82697	8.46875
58516	5.15116	3.21137	4.55545	8.51293
2246	0.200904	0.287552	4.39484	7.73337
50615	1.70505	3.03552	0.206172	0.120277
3185	73.7486	69.6277	74.1704	80.266
23236	1.20169	0.113604	1.15616	1.76338
226	2.61862	7.44052	4.11453	3.42498
283377	6.1081	1.63304	6.82456	6.49044
5557	1.37173	1.44103	1.78856	0.831459
57497	0.538574	0.202078	0.101632	0.0125673
550631	0.628283	0.222725	1.0405	0.725817
9158	7.01301	5.67641	4.119	6.05852
23764	5.12425	10.2202	34.1361	18.591
22941	0.625474	1.00476	1.74536	2.34834
11219	0.872333	0.00560482	0.000204155	0.0364461
139735	0.332117	0.23017	0.356637	0.388325
517	0.0763896	0.332722	0.85682	0.626918
10522	0.739742	0.620244	0.105123	0.23543
6304	0.402555	2.05259	1.41289	1.43836
29780	7.64821	7.71248	10.7232	14.1588
92154	4.09808	3.56135	6.42421	7.2373
8741	15.1814	12.0564	15.6183	17.4037
1859	4.92898	4.96343	4.78237	2.54385
101060714	3.32998	2.08789	8.76303	12.2382
7180	0	0	0.139586	0.308286
2359	26.5868	16.8502	1.88442	4.86804
144699	6.27274	6.43242	9.48207	10.1345
163050	1.39568	5.02723	2.82399	2.74394
343521	0.348998	0	0.235768	0.0984143
118788	5.76397	4.51518	1.85274	3.07769
222865	0.932985	0.805263	2.06454	9.91143
4752	0.89656	2.79302	0.486201	1.46411
10234	1.12108	1.43387	6.82944	11.5182
6428	2.61465	4.25937	2.6908	2.89531
442213	0.150251	0.0572349	0.227953	0.151105
79883	6.37607	4.76755	3.16692	4.65712
53405	0.224744	0.811025	3.10455	2.87073
4929	0.319497	1.05417	10.4905	3.97884
10123	0.286063	0.196218	0.945582	1.71903
117248	5.64811	0.93155	9.90668	3.69951
889	0.417936	0.861617	1.05867	0.835376
2738	6.08538	8.26287	11.7424	2.25364
168433	0.0346443	0	0.0989232	0.0323889
7444	5.39043	3.59795	3.05807	4.25833
7620	1.26054	0.371696	1.54994	1.64573
51513	1.03272	2.02367	0.8927	0.680877
10089	0.0884022	0.000168886	0.322132	0.214049
10383	132.27	231.144	156.394	158.091
440093	0.172881	0.21845	0.244285	0.182696
23708	0.832816	3.22319	4.20331	4.93406
100134938	7.10926	14.9635	14.038	20.4814
22839	9.61435	14.574	14.2845	18.2399
257313	0.0190483	0.0219487	0.131236	0.0492741
7549	1.13117	0.712381	0.392329	0.774037
3344	0.971638	1.36375	1.39737	1.64461
8835	0.107363	1.20853	0.952038	0.29308
375567	0	0	0.427025	0.0467559
22859	0.421711	7.59104	3.09493	5.54163
26219	0	0	0	0.171889
26190	1.92654	1.31667	1.63871	1.56238
342979	0.583806	0.962804	1.38786	2.5712
3005	87.4293	119.492	116.318	127.869
114770	0.578235	0.291393	0.111847	1.31505
65125	3.61854	7.10926	6.10918	3.57026
123228	2.1501	1.61546	1.98379	1.48926
54932	0.793128	1.29704	4.4778	3.39226
3386	0.135298	0.0831939	0.158746	0.225294
51367	0.79882	0.150175	2.22145	1.73541
857	6.76828	5.63997	50.2133	36.7648
730268	4.31452	1.8401	3.23842	3.95172
79815	0.249827	0.324194	0.0047927	0.00394069
56650	7.79436	17.2435	17.2915	14.7369
8569	1.392	1.46989	2.14209	2.83284
4248	0.412268	0.72015	3.61213	4.52949
55552	1.73715	2.63451	3.11997	2.86059
124512	0.767811	1.82283	4.76036	3.74274
8788	10.929	0.0528572	2.72327	83.9484
10524	1.81794	0.959226	1.60992	3.06349
89857	2.40944	1.87886	0.240032	0.204235
10811	3.40433	4.69693	13.5037	8.34275
4800	4.63739	4.20188	4.55367	5.58745
84144	1.80689	0.561308	0.857164	1.00626
20	3.05301	3.37181	6.55871	11.4033
538	2.52642	1.97418	1.42907	2.11915
222236	0.965545	0.702031	0.605546	0.985071
253012	0	0.000210647	0.714183	0.448715
8202	0.444004	0.152129	1.08301	0.741163
23650	4.06935	0.305835	69.0994	70.1962
56123	2.24309	0.438234	0.793744	2.05374
55152	12.7219	5.12634	13.591	16.7268
90019	11.3795	0.145398	12.1124	6.69652
